variable,dictionaryID,dimensionID,Type,languageCode,dictionary,dimension,section,subSection,heading,Subheading,word,
c9.873,9,873,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Cheerfulness,
c9.874,9,874,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Dejection,
c9.875,9,875,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Rejoicing,
c9.876,9,876,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Lamentation,
c9.877,9,877,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Amusement,
c9.878,9,878,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Weariness,
c9.879,9,879,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Wit,
c9.880,9,880,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Dullness,
c9.881,9,881,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Humorist,
c9.882,9,882,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Discriminative Affections,,,Beauty,
c9.883,9,883,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Discriminative Affections,,,Ugliness,
c9.884,9,884,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Discriminative Affections,,,Ornament,
c9.885,9,885,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Discriminative Affections,,,Jewelry,
c9.886,9,886,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Discriminative Affections,,,Blemish,
c9.887,9,887,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Discriminative Affections,,,Simplicity,
c9.888,9,888,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Discriminative Affections,,,Taste,
c9.889,9,889,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Discriminative Affections,,,Vulgarity,
c9.890,9,890,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Discriminative Affections,,,Fashion,
c9.891,9,891,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Discriminative Affections,,,Ridiculousness,
c9.892,9,892,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Discriminative Affections,,,Fop,
c9.893,9,893,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Discriminative Affections,,,Affectation,
c9.894,9,894,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Discriminative Affections,,,Ridicule,
c9.895,9,895,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Discriminative Affections,,,Laughingstock,
c9.896,9,896,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Prospective Affections,,,Hope,
c9.897,9,897,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Prospective Affections,,,Hopelessness,
c9.898,9,898,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Prospective Affections,,,Fear,
c9.899,9,899,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Prospective Affections,,,Courage,
c9.900,9,900,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Prospective Affections,,,Cowardice,
c9.901,9,901,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Prospective Affections,,,Rashness,
c9.902,9,902,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Prospective Affections,,,Caution,
c9.903,9,903,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Prospective Affections,,,Desire,
c9.904,9,904,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Prospective Affections,,,Indifference,
c9.905,9,905,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Prospective Affections,,,Dislike,
c9.906,9,906,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Prospective Affections,,,Fastidiousness,
c9.907,9,907,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Prospective Affections,,,Satiety,
c9.908,9,908,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Contemplative Affections,,,Wonder,
c9.909,9,909,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Contemplative Affections,,,Expectance,
c9.910,9,910,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Contemplative Affections,,,Prodigy,
c9.911,9,911,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Repute,
c9.912,9,912,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Disrepute,
c9.913,9,913,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Nobility,
c9.914,9,914,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Commonalty,
c9.915,9,915,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Title,
c9.916,9,916,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Pride,
c9.917,9,917,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Humility,
c9.918,9,918,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Vanity,
c9.919,9,919,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Modesty,
c9.920,9,920,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Ostentation,
c9.921,9,921,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Celebration,
c9.922,9,922,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Boasting,
c9.923,9,923,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Insolence,
c9.924,9,924,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Servility,
c9.925,9,925,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Extrinsic Affections,,,Blusterer,
c9.926,9,926,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Friendship,
c9.927,9,927,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Enmity,
c9.928,9,928,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Friend,
c9.929,9,929,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Enemy,
c9.930,9,930,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Sociality,
c9.931,9,931,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Exclusion,
c9.932,9,932,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Courtesy,
c9.933,9,933,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Discourtesy,
c9.934,9,934,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Congratulation,
c9.935,9,935,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Love,
c9.936,9,936,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Hate,
c9.937,9,937,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Favorite,
c9.938,9,938,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Resentment,
c9.939,9,939,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Irascibility,
c9.940,9,940,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Sullenness,
c9.941,9,941,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Endearment,
c9.942,9,942,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Marriage,
c9.943,9,943,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Celibacy,
c9.944,9,944,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Social Affections,,,Divorce,
c9.945,9,945,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,,,Benevolence,
c9.946,9,946,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,,,Malevolence,
c9.947,9,947,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,,,Malediction,
c9.948,9,948,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,,,Threat,
c9.949,9,949,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,,,Philanthropy,
c9.950,9,950,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,,,Misanthropy,
c9.951,9,951,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,,,Benefactor,
c9.952,9,952,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,,,Evil Doer,
c9.953,9,953,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Special Sympathetic Affections,,,Pity,
c9.954,9,954,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Special Sympathetic Affections,,,Pitilessness,
c9.955,9,955,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Special Sympathetic Affections,,,Condolence,
c9.956,9,956,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Retrospective Sympathetic Affections,,,Gratitude,
c9.957,9,957,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Retrospective Sympathetic Affections,,,Ingratitude,
c9.958,9,958,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Retrospective Sympathetic Affections,,,Forgiveness,
c9.959,9,959,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Retrospective Sympathetic Affections,,,Revenge,
c9.960,9,960,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Retrospective Sympathetic Affections,,,Jealousy,
c9.961,9,961,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Sympathetic Affections,Retrospective Sympathetic Affections,,,Envy,
c9.962,9,962,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Obligations,,,Right,
c9.963,9,963,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Obligations,,,Wrong,
c9.964,9,964,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Obligations,,,Dueness,
c9.965,9,965,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Obligations,,,Undueness,
c9.966,9,966,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Obligations,,,Duty,
c9.967,9,967,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Obligations,,,Dereliction Of Duty,
c9.968,9,968,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Obligations,,,Exemption,
c9.969,9,969,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Sentiments,,,Respect,
c9.970,9,970,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Sentiments,,,Disrespect,
c9.971,9,971,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Sentiments,,,Contempt,
c9.972,9,972,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Sentiments,,,Approbation,
c9.973,9,973,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Sentiments,,,Disapprobation,
c9.974,9,974,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Sentiments,,,Flattery,
c9.975,9,975,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Sentiments,,,Detraction,
c9.976,9,976,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Sentiments,,,Flatterer,
c9.977,9,977,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Sentiments,,,Detractor,
c9.978,9,978,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Sentiments,,,Vindication,
c9.979,9,979,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Sentiments,,,Accusation,
c9.980,9,980,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Conditions,,,Probity,
c9.981,9,981,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Conditions,,,Improbity,
c9.982,9,982,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Conditions,,,Knave,
c9.983,9,983,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Conditions,,,Disinterestedness,
c9.984,9,984,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Conditions,,,Selfishness,
c9.985,9,985,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Conditions,,,Virtue,
c9.986,9,986,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Conditions,,,Vice,
c9.987,9,987,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Conditions,,,Innocence,
c9.988,9,988,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Conditions,,,Guilt,
c9.989,9,989,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Conditions,,,Good Man,
c9.990,9,990,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Conditions,,,Bad Man,
c9.991,9,991,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Conditions,,,Penitence,
c9.992,9,992,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Conditions,,,Impenitence,
c9.993,9,993,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Conditions,,,Atonement,
c9.994,9,994,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Practice,,,Sobriety,
c9.995,9,995,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Practice,,,Drunkenness,
c9.996,9,996,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Practice,,,Purity,
c9.997,9,997,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Practice,,,Impurity,
c9.998,9,998,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Practice,,,Libertine,
c9.999,9,999,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Practice,,,Temperance,
c9.1000,9,1000,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Practice,,,Intemperance,
c9.1001,9,1001,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Practice,,,Sensualist,
c9.1002,9,1002,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Practice,,,Asceticism,
c9.1003,9,1003,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Practice,,,Fasting,
c9.1004,9,1004,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,Moral Practice,,,Gluttony,
c9.1005,9,1005,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,institutions,,,Legality,
c9.1006,9,1006,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,institutions,,,Illegality,
c9.1007,9,1007,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,institutions,,,Jurisdiction,
c9.1008,9,1008,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,institutions,,,Tribunal,
c9.1009,9,1009,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,institutions,,,Judge,
c9.1010,9,1010,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,institutions,,,Lawyer,
c9.1011,9,1011,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,institutions,,,Lawsuit,
c9.1012,9,1012,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,institutions,,,Acquittal,
c9.1013,9,1013,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,institutions,,,Condemnation,
c9.1014,9,1014,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,institutions,,,Punishment,
c9.1015,9,1015,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,institutions,,,Reward,
c9.1016,9,1016,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,institutions,,,Penalty,
c9.1017,9,1017,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Moral Affections,institutions,,,Scourge,
c9.1018,9,1018,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Superhuman Beings and Regions,,,Deity,
c9.1019,9,1019,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Superhuman Beings and Regions,,,Angel,
c9.1020,9,1020,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Superhuman Beings and Regions,,,Satan,
c9.1021,9,1021,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Religious Sentiments,,,Piety,
c9.1022,9,1022,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Religious Sentiments,,,Impiety,
c9.1023,9,1023,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Religious Sentiments,,,Irreligion,
c9.1024,9,1024,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Acts of Religion,,,Worship,
c9.1025,9,1025,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Acts of Religion,,,Idolatry,
c9.1026,9,1026,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Acts of Religion,,,Sorcery,
c9.1027,9,1027,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Acts of Religion,,,Spell,
c9.1028,9,1028,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Acts of Religion,,,Sorcerer,
c9.1029,9,1029,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Mythological Deities and Powers,,,Jupiter,
c9.1030,9,1030,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Mythological Deities and Powers,,,Demon,
c9.1031,9,1031,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Mythological Deities and Powers,,,Heaven,
c9.1032,9,1032,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Mythological Deities and Powers,,,Hell,
c9.1033,9,1033,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Mythological Deities and Powers,,,Theology,
c9.1034,9,1034,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Mythological Deities and Powers,,,Orthodoxy,
c9.1035,9,1035,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Mythological Deities and Powers,,,Heterodoxy,
c9.1036,9,1036,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Mythological Deities and Powers,,,Judeo-Christian Revelation,
c9.1037,9,1037,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Mythological Deities and Powers,,,Pseudo-Revelation,
c9.1038,9,1038,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Religious institutions,,,Churchdom,
c9.1039,9,1039,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Religious institutions,,,Clergy,
c9.1040,9,1040,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Religious institutions,,,Laity,
c9.1041,9,1041,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Religious institutions,,,Rite,
c9.1042,9,1042,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Religious Affections,Religious institutions,,,Canonicals,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
