Variable,DictionaryID,DimensionID,Type,LanguageCode,DictionaryHumanName,Category,SubCategory,Level1,Level2,Level3,
c9.843,9,843,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Expenditure,
c9.844,9,844,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Receipt,
c9.845,9,845,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Accounts,
c9.846,9,846,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Price,
c9.847,9,847,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Value,
c9.848,9,848,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Worthlessness,
c9.849,9,849,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Discount,
c9.850,9,850,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Dearness,
c9.851,9,851,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Cheapness,
c9.852,9,852,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Liberality,
c9.853,9,853,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Economy,
c9.854,9,854,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Greed,
c9.855,9,855,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Prodigality,
c9.856,9,856,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Parsimony,
c9.857,9,857,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Affections In General,Affections,,,
c9.858,9,858,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Affections In General,Feeling,,,
c9.859,9,859,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Affections In General,Sensibility,,,
c9.860,9,860,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Affections In General,Insensibility,,,
c9.861,9,861,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Affections In General,Excitation,,,
c9.862,9,862,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Affections In General,Excitability,,,
c9.863,9,863,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Affections In General,Inexcitability,,,
c9.864,9,864,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Pleasure,,
c9.865,9,865,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Pain,,
c9.866,9,866,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Pleasurableness,,
c9.867,9,867,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Painfulness,,
c9.868,9,868,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Content,,
c9.869,9,869,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Discontent,,
c9.870,9,870,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Regret,,
c9.871,9,871,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Relief,,
c9.872,9,872,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Aggravation,,
c9.873,9,873,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Cheerfulness,,
c9.874,9,874,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Dejection,,
c9.875,9,875,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Rejoicing,,
c9.876,9,876,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Lamentation,,
c9.877,9,877,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Amusement,,
c9.878,9,878,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Weariness,,
c9.879,9,879,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Wit,,
c9.880,9,880,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Dullness,,
c9.881,9,881,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Passive Affections,Humorist,,
c9.882,9,882,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Discriminative Affections,Beauty,,
c9.883,9,883,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Discriminative Affections,Ugliness,,
c9.884,9,884,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Discriminative Affections,Ornament,,
c9.885,9,885,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Discriminative Affections,Jewelry,,
c9.886,9,886,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Discriminative Affections,Blemish,,
c9.887,9,887,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Discriminative Affections,Simplicity,,
c9.888,9,888,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Discriminative Affections,Taste,,
c9.889,9,889,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Discriminative Affections,Vulgarity,,
c9.890,9,890,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Discriminative Affections,Fashion,,
c9.891,9,891,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Discriminative Affections,Ridiculousness,,
c9.892,9,892,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Discriminative Affections,Fop,,
c9.893,9,893,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Discriminative Affections,Affectation,,
c9.894,9,894,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Discriminative Affections,Ridicule,,
c9.895,9,895,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Discriminative Affections,Laughingstock,,
c9.896,9,896,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Prospective Affections,Hope,,
c9.897,9,897,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Prospective Affections,Hopelessness,,
c9.898,9,898,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Prospective Affections,Fear,,
c9.899,9,899,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Prospective Affections,Courage,,
c9.900,9,900,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Prospective Affections,Cowardice,,
c9.901,9,901,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Prospective Affections,Rashness,,
c9.902,9,902,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Prospective Affections,Caution,,
c9.903,9,903,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Prospective Affections,Desire,,
c9.904,9,904,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Prospective Affections,Indifference,,
c9.905,9,905,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Prospective Affections,Dislike,,
c9.906,9,906,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Prospective Affections,Fastidiousness,,
c9.907,9,907,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Prospective Affections,Satiety,,
c9.908,9,908,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Contemplative Affections,Wonder,,
c9.909,9,909,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Contemplative Affections,Expectance,,
c9.910,9,910,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Contemplative Affections,Prodigy,,
c9.911,9,911,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Repute,,
c9.912,9,912,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Disrepute,,
c9.913,9,913,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Nobility,,
c9.914,9,914,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Commonalty,,
c9.915,9,915,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Title,,
c9.916,9,916,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Pride,,
c9.917,9,917,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Humility,,
c9.918,9,918,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Vanity,,
c9.919,9,919,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Modesty,,
c9.920,9,920,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Ostentation,,
c9.921,9,921,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Celebration,,
c9.922,9,922,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Boasting,,
c9.923,9,923,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Insolence,,
c9.924,9,924,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Servility,,
c9.925,9,925,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Personal Affections,Extrinsic Affections,Blusterer,,
c9.926,9,926,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Friendship,,
c9.927,9,927,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Enmity,,
c9.928,9,928,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Friend,,
c9.929,9,929,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Enemy,,
c9.930,9,930,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Sociality,,
c9.931,9,931,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Exclusion,,
c9.932,9,932,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Courtesy,,
c9.933,9,933,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Discourtesy,,
c9.934,9,934,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Congratulation,,
c9.935,9,935,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Love,,
c9.936,9,936,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Hate,,
c9.937,9,937,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Favorite,,
c9.938,9,938,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Resentment,,
c9.939,9,939,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Irascibility,,
c9.940,9,940,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Sullenness,,
c9.941,9,941,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Endearment,,
c9.942,9,942,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Marriage,,
c9.943,9,943,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Celibacy,,
c9.944,9,944,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Social Affections,Divorce,,
c9.945,9,945,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,Benevolence,,
c9.946,9,946,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,Malevolence,,
c9.947,9,947,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,Malediction,,
c9.948,9,948,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,Threat,,
c9.949,9,949,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,Philanthropy,,
c9.950,9,950,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,Misanthropy,,
c9.951,9,951,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,Benefactor,,
c9.952,9,952,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Diffusive Sympathetic Affections,Evil Doer,,
c9.953,9,953,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Special Sympathetic Affections,Pity,,
c9.954,9,954,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Special Sympathetic Affections,Pitilessness,,
c9.955,9,955,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Special Sympathetic Affections,Condolence,,
c9.956,9,956,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Retrospective Sympathetic Affections,Gratitude,,
c9.957,9,957,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Retrospective Sympathetic Affections,Ingratitude,,
c9.958,9,958,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Retrospective Sympathetic Affections,Forgiveness,,
c9.959,9,959,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Retrospective Sympathetic Affections,Revenge,,
c9.960,9,960,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Retrospective Sympathetic Affections,Jealousy,,
c9.961,9,961,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Sympathetic Affections,Retrospective Sympathetic Affections,Envy,,
c9.962,9,962,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Obligations,Right,,
c9.963,9,963,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Obligations,Wrong,,
c9.964,9,964,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Obligations,Dueness,,
c9.965,9,965,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Obligations,Undueness,,
c9.966,9,966,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Obligations,Duty,,
c9.967,9,967,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Obligations,Dereliction Of Duty,,
c9.968,9,968,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Obligations,Exemption,,
c9.969,9,969,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Sentiments,Respect,,
c9.970,9,970,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Sentiments,Disrespect,,
c9.971,9,971,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Sentiments,Contempt,,
c9.972,9,972,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Sentiments,Approbation,,
c9.973,9,973,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Sentiments,Disapprobation,,
c9.974,9,974,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Sentiments,Flattery,,
c9.975,9,975,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Sentiments,Detraction,,
c9.976,9,976,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Sentiments,Flatterer,,
c9.977,9,977,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Sentiments,Detractor,,
c9.978,9,978,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Sentiments,Vindication,,
c9.979,9,979,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Sentiments,Accusation,,
c9.980,9,980,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Conditions,Probity,,
c9.981,9,981,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Conditions,Improbity,,
c9.982,9,982,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Conditions,Knave,,
c9.983,9,983,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Conditions,Disinterestedness,,
c9.984,9,984,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Conditions,Selfishness,,
c9.985,9,985,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Conditions,Virtue,,
c9.986,9,986,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Conditions,Vice,,
c9.987,9,987,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Conditions,Innocence,,
c9.988,9,988,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Conditions,Guilt,,
c9.989,9,989,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Conditions,Good Man,,
c9.990,9,990,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Conditions,Bad Man,,
c9.991,9,991,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Conditions,Penitence,,
c9.992,9,992,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Conditions,Impenitence,,
c9.993,9,993,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Conditions,Atonement,,
c9.994,9,994,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Practice,Sobriety,,
c9.995,9,995,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Practice,Drunkenness,,
c9.996,9,996,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Practice,Purity,,
c9.997,9,997,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Practice,Impurity,,
c9.998,9,998,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Practice,Libertine,,
c9.999,9,999,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Practice,Temperance,,
c9.1000,9,1000,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Practice,Intemperance,,
c9.1001,9,1001,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Practice,Sensualist,,
c9.1002,9,1002,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Practice,Asceticism,,
c9.1003,9,1003,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Practice,Fasting,,
c9.1004,9,1004,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Moral Practice,Gluttony,,
c9.1005,9,1005,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Institutions,Legality,,
c9.1006,9,1006,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Institutions,Illegality,,
c9.1007,9,1007,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Institutions,Jurisdiction,,
c9.1008,9,1008,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Institutions,Tribunal,,
c9.1009,9,1009,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Institutions,Judge,,
c9.1010,9,1010,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Institutions,Lawyer,,
c9.1011,9,1011,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Institutions,Lawsuit,,
c9.1012,9,1012,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Institutions,Acquittal,,
c9.1013,9,1013,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Institutions,Condemnation,,
c9.1014,9,1014,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Institutions,Punishment,,
c9.1015,9,1015,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Institutions,Reward,,
c9.1016,9,1016,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Institutions,Penalty,,
c9.1017,9,1017,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Moral Affections,Institutions,Scourge,,
c9.1018,9,1018,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Superhuman Beings And Regions,Deity,,
c9.1019,9,1019,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Superhuman Beings And Regions,Angel,,
c9.1020,9,1020,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Superhuman Beings And Regions,Satan,,
c9.1021,9,1021,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Religious Sentiments,Piety,,
c9.1022,9,1022,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Religious Sentiments,Impiety,,
c9.1023,9,1023,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Religious Sentiments,Irreligion,,
c9.1024,9,1024,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Acts Of Religion,Worship,,
c9.1025,9,1025,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Acts Of Religion,Idolatry,,
c9.1026,9,1026,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Acts Of Religion,Sorcery,,
c9.1027,9,1027,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Acts Of Religion,Spell,,
c9.1028,9,1028,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Acts Of Religion,Sorcerer,,
c9.1029,9,1029,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Mythological Deities And Powers,Jupiter,,
c9.1030,9,1030,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Mythological Deities And Powers,Demon,,
c9.1031,9,1031,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Mythological Deities And Powers,Heaven,,
c9.1032,9,1032,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Mythological Deities And Powers,Hell,,
c9.1033,9,1033,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Mythological Deities And Powers,Theology,,
c9.1034,9,1034,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Mythological Deities And Powers,Orthodoxy,,
c9.1035,9,1035,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Mythological Deities And Powers,Heterodoxy,,
c9.1036,9,1036,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Mythological Deities And Powers,Judeo-christian Revelation,,
c9.1037,9,1037,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Mythological Deities And Powers,Pseudo-revelation,,
c9.1038,9,1038,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Religious Institutions,Churchdom,,
c9.1039,9,1039,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Religious Institutions,Clergy,,
c9.1040,9,1040,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Religious Institutions,Laity,,
c9.1041,9,1041,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Religious Institutions,Rite,,
c9.1042,9,1042,WORDCOUNT,eng,Roget's Thesaurus, Sentiment And Moral Powers,Religious Affections,Religious Institutions,Canonicals,,
