Variable,DictionaryID,DimensionID,Type,LanguageCode,DictionaryHumanName,DimensionHumanName,DictionaryCitation
c36.13,36,13,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,AffectionRID,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.14,36,14,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,SocialBehaviorRID,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.15,36,15,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,AffiliationGainH4,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.16,36,16,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,AffiliationLossLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.17,36,17,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,AffectParticipantLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.18,36,18,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,OtherAffect,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.19,36,19,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,PositiveAffectLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.20,36,20,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,PowerH4,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.21,36,21,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,PowerGainLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.22,36,22,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,PowerLossLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.23,36,23,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,PowerEndsLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.24,36,24,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,PowerConflictLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.25,36,25,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,PowerCooperationLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.26,36,26,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,PowerAuthoritativeParticipantsLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.27,36,27,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,PowerOrdinaryParticipantsLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.28,36,28,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,PowerIdeasLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.29,36,29,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,PowerToolsFormsLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.30,36,30,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,ResidualPowerWordsLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.31,36,31,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,Achievement,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.32,36,32,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,Affiliation,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.33,36,33,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,Power,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c37.1,37,1,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,InstrumentalRID,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.2,37,2,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,NeedH4,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.3,37,3,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,GoalH4,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.4,37,4,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,TryH4,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.5,37,5,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,MeansH4,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.6,37,6,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,PersistH4,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.7,37,7,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,CompleteH4,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.8,37,8,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,FinishH4,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.9,37,9,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,MeansLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.10,37,10,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,FailH4,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.11,37,11,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,TransactionGainLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.12,37,12,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,TransactionLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.13,37,13,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,AffectionRID,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.14,37,14,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,SocialBehaviorRID,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.15,37,15,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,AffiliationGainH4,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.16,37,16,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,AffiliationLossLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.17,37,17,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,AffectParticipantLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.18,37,18,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,OtherAffect,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.19,37,19,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,PositiveAffectLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.20,37,20,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,PowerH4,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.21,37,21,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,PowerGainLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.22,37,22,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,PowerLossLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.23,37,23,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,PowerEndsLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.24,37,24,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,PowerConflictLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.25,37,25,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,PowerCooperationLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.26,37,26,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,PowerAuthoritativeParticipantsLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.27,37,27,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,PowerOrdinaryParticipantsLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.28,37,28,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,PowerIdeasLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.29,37,29,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,PowerToolsFormsLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.30,37,30,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,ResidualPowerWordsLw,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.31,37,31,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,Achievement,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.32,37,32,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,Affiliation,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c37.33,37,33,WORDCOUNT,spa,Hogenraad's Motive Dictionary Spanish Version,Power,"Hogenraad, Robert; Rey, Pablo; Urchaga, David; Rivas, Pedro. (2009). Hogenraad's Motive Dictionary, Spanish Version 1.1."
c38.1,38,1,WORDCOUNT,fra,Hogenraad & Orianne's French Imagery Dictionary,ImageryValence,"Hogenraad, R., & Orianne, E. (1981). Valences d'imagerie de 1.130 noms de la langue franµaise parlïe. Psychological Belgica, 21(1), 21-30."
