Code,Long_Code,Topic
WB_1458,WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,Health Promotion and Disease Prevention
WB_1459,WB_1459_IMMUNIZATIONS,Immunizations
WB_1461,WB_1461_HEALTHY_LIFESTYLES,Healthy Lifestyles
WB_1462,WB_1462_WATER,Water
WB_1463,WB_1463_HEALTH_EDUCATION_AND_COMMUNICATION,Health Education and Communication
WB_1464,WB_1464_HEALTH_OF_THE_DISABLED,Health of the Disabled
WB_1466,WB_1466_SOCIAL_ASSISTANCE,Social Assistance
WB_1467,WB_1467_EDUCATION_FOR_ALL,Education for All
WB_1468,WB_1468_SOCIAL_DEMAND_FOR_EDUCATION,Social Demand for Education
WB_147,WB_147_HYGIENE_PROMOTION,Hygiene Promotion
WB_1471,WB_1471_CITIZENSHIP_EDUCATION,Citizenship Education
WB_1472,WB_1472_EDUCATION_AND_CULTURE,Education and Culture
WB_1473,WB_1473_EDUCATION_AND_HOUSEHOLDS,Education and Households
WB_1474,WB_1474_EDUCATION_AND_HUMAN_RIGHTS,Education and Human Rights
WB_1475,WB_1475_EDUCATION_AND_CIVIL_SOCIETY,Education and Civil Society
WB_1476,WB_1476_EDUCATION,Education
WB_1478,WB_1478_EDUCATION_AND_POVERTY_REDUCTION,Education and Poverty Reduction
WB_148,WB_148_WASTEWATER_COLLECTION,Wastewater Collection
WB_1482,WB_1482_NON-MARKET_BENEFITS_OF_EDUCATION,Non-Market Benefits of Education
WB_1484,WB_1484_EDUCATION,Education
WB_1487,WB_1487_COST_BENEFIT_ANALYSIS_OF_EDUCATION,Cost Benefit Analysis of Education
WB_149,WB_149_WASTEWATER_TREATMENT_AND_DISPOSAL,Wastewater Treatment and Disposal
WB_1490,WB_1490_PRIVATE_EDUCATION,Private Education
WB_1491,WB_1491_DEMAND_SIDE_FINANCING_OF_EDUCATION,Demand Side Financing of Education
WB_1492,WB_1492_FINANCIAL_FLOWS_FOR_EDUCATION,Financial Flows for Education
WB_1493,WB_1493_USER_FEES_IN_EDUCATION,User Fees in Education
WB_1494,WB_1494_PERFORMANCE-BASED_FUNDING_OF_EDUCATION,Performance-Based Funding of Education
WB_1495,WB_1495_FISCAL_RELATIONS_IN_EDUCATION,Fiscal Relations in Education
WB_1496,WB_1496_EDUCATION_FUNDING_FORMULAE,Education Funding Formulae
WB_1497,WB_1497_EDUCATION_MANAGEMENT_AND_ADMINISTRATION,Education Management and Administration
WB_1499,WB_1499_PARENT_COMMUNITY_INVOLVEMENT_IN_EDUCATION,Parent Community Involvement in Education
WB_150,WB_150_WASTEWATER_REUSE,Wastewater Reuse
WB_1502,WB_1502_EDUCATIONAL_DECENTRALIZATION,Educational Decentralization
WB_1504,WB_1504_EDUCATION_MANAGEMENT_INFORMATION_SYSTEMS,Education Management Information Systems
WB_1509,WB_1509_QUALITY_ASSURANCE_IN_EDUCATION_MANAGEMENT,Quality Assurance in Education Management
WB_151,WB_151_IRRIGATION_AND_DRAINAGE_METHODS,Irrigation and Drainage Methods
WB_1510,WB_1510_SCHOOL_ADMINISTRATION,School Administration
WB_1511,WB_1511_SCHOOL_MAPPING,School Mapping
WB_1512,WB_1512_EDUCATION_AND_HEALTH,Education and Health
WB_1513,WB_1513_EDUCATION_POLICY_AND_PLANNING,Education Policy and Planning
WB_1514,WB_1514_ALTERNATIVE_EDUCATION,Alternative Education
WB_1518,WB_1518_EDUCATION_REFORM,Education Reform
WB_1519,WB_1519_EDUCATION_STRATEGIC_PLANNING_AND_MANAGEMENT,Education Strategic Planning and Management
WB_152,WB_152_RAINFED_AGRICULTURE,Rainfed Agriculture
WB_1520,WB_1520_MULTI-GRADE_EDUCATION,Multi-Grade Education
WB_1521,WB_1521_EDUCATION-RELATED_EXAMINATIONS,Education-related Examinations
WB_1522,WB_1522_EDUCATION_INDICATORS_AND_STATISTICS,Education Indicators and Statistics
WB_1523,WB_1523_TEACHERS_MANAGEMENT,Teachers Management
WB_1525,WB_1525_TEACHER_ACCREDITATION,Teacher Accreditation
WB_1526,WB_1526_TEACHER_CAREERS,Teacher Careers
WB_1528,WB_1528_TEACHER_ABSENTEEISM,Teacher Absenteeism
WB_1530,WB_1530_TEACHER_PAY_AND_INCENTIVES,Teacher Pay and Incentives
WB_1531,WB_1531_TEACHER_PERFORMANCE,Teacher Performance
WB_1532,WB_1532_TEACHER_TRAINING,Teacher Training
WB_1533,WB_1533_TEACHER_DEPLOYMENT_AND_RECRUITMENT,Teacher Deployment and Recruitment
WB_1534,WB_1534_TEACHER_UNIONS,Teacher Unions
WB_1535,WB_1535_DISTANCE_EDUCATION,Distance Education
WB_1536,WB_1536_ICT_LITERACY,ICT Literacy
WB_1537,WB_1537_ICT_TRAINING_OF_EDUCATION_PROVIDERS,ICT Training of Education Providers
WB_1538,WB_1538_ELECTRONIC_PEDAGOGY,Electronic Pedagogy
WB_1539,WB_1539_OPEN_SOURCE_IN_EDUCATION,Open Source in Education
WB_154,WB_154_FLOOD_PROTECTION,Flood Protection
WB_1540,WB_1540_ECONOMICS_OF_EDUCATION,Economics of Education
WB_1541,WB_1541_DEWORMING,Deworming
WB_1542,WB_1542_HIV/AIDS_AND_EDUCATION,HIV/AIDS and Education
WB_1543,WB_1543_CHILD_LABOR_AND_EDUCATION,Child Labor and Education
WB_1544,WB_1544_CONSTRUCTION_AND_REHABILITATION_OF_SCHOOLS,Construction and Rehabilitation of Schools
WB_1545,WB_1545_EDUCATION_AND_GENDER,Education and Gender
WB_1546,WB_1546_GLOBAL_PARTNERSHIP_FOR_EDUCATION,Global Partnership for Education
WB_1547,WB_1547_EDUCATION_IN_EMERGENCY_SITUATIONS,Education in Emergency Situations
WB_1548,WB_1548_EDUCATION_IN_POST_CONFLICT_SITUATIONS,Education in Post Conflict Situations
WB_1549,WB_1549_INCLUSIVE_EDUCATION,Inclusive Education
WB_155,WB_155_WATERSHED_MANAGEMENT,Watershed Management
WB_1550,WB_1550_INDIGENOUS_EDUCATION,Indigenous Education
WB_1551,WB_1551_OUT-OF-SCHOOL_CHILDREN_AND_YOUTH,Out-of-School Children and Youth
WB_1553,WB_1553_LEARNING_THEORY_AND_COGNITIVE_DEVELOPMENT,Learning Theory and Cognitive Development
WB_1554,WB_1554_THEORIES_OF_TEACHING,Theories of Teaching
WB_1555,WB_1555_LEARNING_ASSESSMENT,Learning Assessment
WB_1556,WB_1556_CURRICULUM_DEVELOPMENT,Curriculum Development
WB_1557,WB_1557_TEACHING_AND_LEARNING_MATERIALS,Teaching and Learning Materials
WB_1558,WB_1558_LANGUAGE_OF_INSTRUCTION,Language of Instruction
WB_1559,WB_1559_ADULT_BASIC_EDUCATION,Adult Basic Education
WB_156,WB_156_GROUNDWATER_MANAGEMENT,Groundwater Management
WB_1560,WB_1560_PRIMARY_EDUCATION_REPETITION_AND_DROP-OUT,Primary Education Repetition and Drop-out
WB_1561,WB_1561_PRIMARY_EDUCATION_BASIC_SKILLS,Primary Education Basic Skills
WB_1562,WB_1562_COMMUNITY_PARTICIPATION_IN_PRIMARY_EDUCATION,Community Participation in Primary Education
WB_1563,WB_1563_SECONDARY_EDUCATION_SCIENCE_AND_MATHEMATICS,Secondary Education Science and Mathematics
WB_1564,WB_1564_SECONDARY_SCHOOL_WORK_TRANSITION,Secondary School Work Transition
WB_1565,WB_1565_SECONDARY_EDUCATION_REPETITION_AND_DROP-OUT,Secondary Education Repetition and Drop-out
WB_1567,WB_1567_UNIVERSITY_AND_COLLEGE_EDUCATION,University and College Education
WB_1568,WB_1568_COMMUNITY_COLLEGE_EDUCATION,Community College Education
WB_1569,WB_1569_TRADE_IN_EDUCATION_SERVICES,Trade in Education Services
WB_157,WB_157_ENVIRONMENTAL_WATER_USE_AND_CATCHMENT_PROTECTION,Environmental Water Use and Catchment Protection
WB_1570,WB_1570_TERTIARY_INNOVATION_SYSTEMS,Tertiary Innovation Systems
WB_1572,WB_1572_QUALITY_ASSURANCE_AND_ACCREDITATION,Quality Assurance and Accreditation
WB_1573,WB_1573_VOCATIONAL_EDUCATION_AND_TECHNICAL_TRAINING,Vocational Education and Technical Training
WB_1574,WB_1574_PUBLIC_SECTOR_INTERVENTION_IN_VOCATIONAL_EDUCATION,Public Sector Intervention in Vocational Education
WB_1575,WB_1575_PRIVATE_SECTOR_TRAINING,Private Sector Training
WB_1576,WB_1576_POLYTECHNIC_EDUCATION,Polytechnic Education
WB_1577,WB_1577_INFORMAL_SECTOR_VOCATIONAL_TRAINING,Informal Sector Vocational Training
WB_1578,WB_1578_SECOND_CHANCE_EDUCATION,Second Chance Education
WB_1579,WB_1579_REMEDIAL_EDUCATION,Remedial Education
WB_158,WB_158_WATER_RESOURCES_AND_CLIMATE_ADAPTATION,Water Resources and Climate Adaptation
WB_1581,WB_1581_RESKILLING,Reskilling
WB_1582,WB_1582_LITERACY_AND_NUMERACY,Literacy and Numeracy
WB_1583,WB_1583_LIVELIHOOD_SKILLS,Livelihood Skills
WB_1584,WB_1584_ADULT_EDUCATION_METHODS_AND_PROGRAMS,Adult Education Methods and Programs
WB_1585,WB_1585_PRESCHOOL_EDUCATION,Preschool Education
WB_1586,WB_1586_PARENT_EDUCATION,Parent Education
WB_1587,WB_1587_DIRECT_SERVICES_TO_CHILDREN,Direct Services to Children
WB_1588,WB_1588_TRAINING_OF_CARE_GIVERS,Training of Care Givers
WB_1589,WB_1589_BENEFITS_OF_EARLY_CHILDHOOD_DEVELOPMENT,Benefits of Early Childhood Development
WB_159,WB_159_TRANSBOUNDARY_WATER,Transboundary Water
WB_1591,WB_1591_CHILD_ALLOWANCE,Child Allowance
WB_1592,WB_1592_FAMILY_ALLOWANCE,Family Allowance
WB_1593,WB_1593_PARENTAL_ALLOWANCE,Parental Allowance
WB_1594,WB_1594_HOUSING_ALLOWANCE,Housing Allowance
WB_1595,WB_1595_UTILITY_ALLOWANCE,Utility Allowance
WB_1596,WB_1596_ORPHANS_ALLOWANCE,Orphans Allowance
WB_1597,WB_1597_VETERANS_BENEFITS,Veterans Benefits
WB_1598,WB_1598_FUNERAL_GRANTS,Funeral Grants
WB_1599,WB_1599_LOW-INCOME_PROGRAM</A></LI></UL></DIV>,Low-income Program</a></li></ul></div>
WB_1600,WB_1600_EMERGENCY_BENEFITS,Emergency Benefits
WB_1601,WB_1601_REFUGEE_SUPPORT,Refugee Support
WB_1602,WB_1602_RETURNING_MIGRANTS,Returning Migrants
WB_1603,WB_1603_FEE_WAIVERS,Fee Waivers
WB_1604,WB_1604_REDUCED_MEDICAL_FEES,Reduced Medical Fees
WB_1605,WB_1605_REDUCED_EDUCATIONAL_FEES,Reduced Educational Fees
WB_1606,WB_1606_SCHOLARSHIPS,Scholarships
WB_1607,WB_1607_HEALTH_BENEFITS,Health Benefits
WB_1608,WB_1608_CASH_TRANSFERS,Cash Transfers
WB_1609,WB_1609_FOOD_AND_IN-KIND_TRANSFERS,Food and In-kind Transfers
WB_161,WB_161_DAMS_AND_RESERVOIRS,Dams and Reservoirs
WB_1610,WB_1610_ASSET_TRANSFERS,Asset Transfers
WB_1611,WB_1611_INCOME-GENERATING_ACTIVITIES,Income-Generating Activities
WB_1612,WB_1612_EARLY_CHILDHOOD_EDUCATION,Early Childhood Education
WB_1613,WB_1613_FOOD_STAMPS,Food Stamps
WB_1614,WB_1614_NUTRITIONAL_PROGRAMS</A></LI></UL></DIV>,Nutritional Programs</a></li></ul></div>
WB_1615,WB_1615_NUTRITION_THERAPY_PROGRAM,Nutrition Therapy Program
WB_1616,WB_1616_SUPPLEMENTARY_NUTRITION_PROGRAM,Supplementary Nutrition Program
WB_1617,WB_1617_PLHIV,PLHIV
WB_1618,WB_1618_FOOD_DISTRIBUTION,Food Distribution
WB_1619,WB_1619_EMERGENCY_CONDITIONS,Emergency Conditions
WB_162,WB_162_TRANSPORT_ECONOMICS,Transport Economics
WB_1620,WB_1620_ELDERLY,Elderly
WB_1622,WB_1622_FOOD-FOR-WORK,Food-for-Work
WB_1623,WB_1623_PRICE_SUBSIDIES,Price Subsidies
WB_1624,WB_1624_SOCIAL_PENSIONS,Social Pensions
WB_1625,WB_1625_SOCIAL_SUPPORT_SERVICES,Social Support Services
WB_1626,WB_1626_FOOD_SUBSIDIES,Food Subsidies
WB_1627,WB_1627_ENERGY_SUBSIDIES,Energy Subsidies
WB_1628,WB_1628_FUEL_SUBSIDIES,Fuel Subsidies
WB_1629,WB_1629_ELECTRICITY_SUBSIDIES,Electricity Subsidies
WB_163,WB_163_LOW-EMISSIONS_TRANSPORT,Low-Emissions Transport
WB_1630,WB_1630_TRANSPORT_SUBSIDIES,Transport Subsidies
WB_1631,WB_1631_UTILITY_SUBSIDIES</A></LI></UL></DIV>,Utility Subsidies</a></li></ul></div>
WB_1632,WB_1632_UNIVERSAL_SOCIAL_PENSIONS,Universal Social Pensions
WB_1633,WB_1633_TARGETED_SOCIAL_PENSIONS,Targeted Social Pensions
WB_1634,WB_1634_OLD_AGE_PENSION,Old Age Pension
WB_1635,WB_1635_SURVIVORS_PENSION,Survivors Pension
WB_1636,WB_1636_DISABILITY_ALLOWANCE,Disability Allowance
WB_1637,WB_1637_PSYCHOSOCIAL_SERVICES,Psychosocial Services
WB_1638,WB_1638_DESTITUTIONAL_CARE,Destitutional Care
WB_1639,WB_1639_INSTITUTIONAL_CARE,Institutional Care
WB_164,WB_164_MODES_OF_TRANSPORT,Modes of Transport
WB_1641,WB_1641_SOCIAL_INVESTMENT_FUNDS,Social Investment Funds
WB_1643,WB_1643_DISABILITY_PENSION,Disability Pension
WB_1645,WB_1645_OCCUPATIONAL_INJURIES,Occupational Injuries
WB_1646,WB_1646_MATERNITY_LEAVE,Maternity Leave
WB_1647,WB_1647_PATERNITY_LEAVE,Paternity Leave
WB_1648,WB_1648_SICK_LEAVE,Sick Leave
WB_1649,WB_1649_UNEMPLOYMENT_BENEFITS,Unemployment Benefits
WB_165,WB_165_AIR_TRANSPORT,Air Transport
WB_1650,WB_1650_PUBLIC_EMPLOYMENT_SERVICES,Public Employment Services
WB_1651,WB_1651_LABOR_INTERMEDIATION,Labor Intermediation
WB_1652,WB_1652_JOB_PLACEMENT,Job Placement
WB_1653,WB_1653_TRAINING_SERVICES,Training Services
WB_1654,WB_1654_ACTIVE_LABOR_MARKET_POLICIES,Active Labor Market Policies
WB_1655,WB_1655_BENEFIT_ADMINISTRATION,Benefit Administration
WB_1657,WB_1657_CASH_FOR_TRAINING,Cash for Training
WB_1658,WB_1658_ENTREPRENEURSHIP_TRAINING,Entrepreneurship Training
WB_1659,WB_1659_JOB_ROTATION,Job Rotation
WB_166,WB_166_RAILWAYS,Railways
WB_1660,WB_1660_JOB_SHARING,Job Sharing
WB_1661,WB_1661_EMPLOYMENT_INCENTIVES,Employment Incentives
WB_1662,WB_1662_RECRUITMENT_INCENTIVES,Recruitment Incentives
WB_1663,WB_1663_WAGE_SUBSIDIES,Wage Subsidies
WB_1664,WB_1664_DIRECT_JOB_CREATION,Direct Job Creation
WB_1665,WB_1665_CASH_FOR_WORK,Cash for Work
WB_1666,WB_1666_WORKFARE_PROGRAMS,Workfare Programs
WB_1667,WB_1667_LOAN-BASED_PROGRAMS,Loan-based Programs
WB_1668,WB_1668_LABOR_STANDARDS,Labor Standards
WB_1669,WB_1669_FORCED_LABOR,Forced Labor
WB_167,WB_167_PORTS,Ports
WB_1670,WB_1670_TRADE_UNIONS,Trade Unions
WB_1671,WB_1671_MINIMUM_WAGES,Minimum Wages
WB_1672,WB_1672_WORKING_HOURS,Working Hours
WB_1673,WB_1673_PASSIVE_LABOR_MARKET_POLICIES,Passive Labor Market Policies
WB_1674,WB_1674_HEALTH_AND_SAFETY_CONDITIONS,Health and Safety Conditions
WB_1675,WB_1675_GRADUATE_LABOUR_MARKET,Graduate Labour Market
WB_1676,WB_1676_EARLY_RETIREMENT,Early Retirement
WB_1677,WB_1677_SOCIAL_PROTECTION_AND_LABOR_SYSTEMS,Social Protection and Labor Systems
WB_1678,WB_1678_POLICY_PLANNING,Policy Planning
WB_1679,WB_1679_ADMINISTRATIVE_SUBSYSTEMS,Administrative Subsystems
WB_168,WB_168_ROADS_AND_HIGHWAYS,Roads and Highways
WB_1680,WB_1680_COMMUNITY-BASED_PROGRAMS,Community-Based Programs
WB_1681,WB_1681_PPP_IN_SOCIAL_PROTECTION_AND_LABOR,PPP in Social Protection and Labor
WB_1683,WB_1683_POLICY_FRAMEWORK,Policy Framework
WB_1684,WB_1684_POLICY_FINANCING,Policy Financing
WB_1686,WB_1686_PUBLIC_SECTOR_IMPACT_ASSESSMENT,Public Sector Impact Assessment
WB_1687,WB_1687_PUBLIC_SECTOR_SURVEY_DESIGN,Public Sector Survey Design
WB_1688,WB_1688_ENROLLMENT_SYSTEMS,Enrollment Systems
WB_1689,WB_1689_ID_SYSTEMS,ID Systems
WB_1692,WB_1692_TARGETING_MECHANISMS_FOR_SOCIAL_PROGRAMS,Targeting Mechanisms for Social Programs
WB_1693,WB_1693_GEOGRAPHIC_TARGETING,Geographic Targeting
WB_1694,WB_1694_CATEGORICAL_TARGETING,Categorical Targeting
WB_1696,WB_1696_TARGETING_ACCESS_FOR_SOCIAL_PROGRAMS,Targeting Access for Social Programs
WB_1697,WB_1697_ENERGY_EFFICIENCY_FINANCE,Energy Efficiency Finance
WB_1698,WB_1698_COAL_MINING,Coal Mining
WB_1699,WB_1699_METAL_ORE_MINING,Metal Ore Mining
WB_170,WB_170_AGRICULTURAL_POLICIES,Agricultural Policies
WB_1700,WB_1700_NONMETALLIC_MINERAL_MINING_AND_QUARRYING,Nonmetallic Mineral Mining and Quarrying
WB_1701,WB_1701_MINING_SERVICES,Mining Services
WB_1702,WB_1702_OILFIELD_SERVICES,Oilfield Services
WB_1703,WB_1703_POWER_DISTRIBUTION,Power Distribution
WB_1704,WB_1704_POWER_SYSTEMS_PLANNING,Power Systems Planning
WB_1705,WB_1705_DISASTER_PREPAREDNESS,Disaster Preparedness
WB_1706,WB_1706_COMMUNITY-BASED_PREPAREDNESS,Community-Based Preparedness
WB_1707,WB_1707_CONTINGENCY_PLANNING,Contingency Planning
WB_1708,WB_1708_HAZARD_MONITORING,Hazard Monitoring
WB_1709,WB_1709_DISASTER_RESILIENCE,Disaster Resilience
WB_171,WB_171_AGRICULTURAL_LAWS_AND_REGULATIONS,Agricultural Laws and Regulations
WB_1710,WB_1710_DROUGHT_RISK_REDUCTION,Drought Risk Reduction
WB_1711,WB_1711_EXTREME_WEATHER_RISK_REDUCTION,Extreme Weather Risk Reduction
WB_1712,WB_1712_LANDSLIDE_RISK_REDUCTION,Landslide Risk Reduction
WB_1713,WB_1713_SEISMIC_RISK_REDUCTION,Seismic Risk Reduction
WB_1714,WB_1714_WILDFIRES_RISK_REDUCTION,Wildfires Risk Reduction
WB_1715,WB_1715_POST_DISASTER_NEEDS_ASSESSMENT,Post Disaster Needs Assessment
WB_1716,WB_1716_POST_DISASTER_RECOVERY_PLANNING,Post Disaster Recovery Planning
WB_1717,WB_1717_URBAN_POLLUTION_AND_ENVIRONMENTAL_HEALTH,Urban Pollution and Environmental Health
WB_1719,WB_1719_CITY_INDICATORS_AND_BENCHMARKING,City Indicators and Benchmarking
WB_1720,WB_1720_CITY_STRATEGIES_AND_TERRITORIAL_PLANNING,City Strategies and Territorial Planning
WB_1721,WB_1721_SPATIAL_PLANNING_AND_LAND_USE,Spatial Planning and Land Use
WB_1722,WB_1722_HOUSING_POLICY_AND_INSTITUTIONS,Housing Policy and Institutions
WB_1723,WB_1723_PERFORMANCE-BASED_FISCAL_TRANSFER,Performance-Based Fiscal Transfer
WB_1724,WB_1724_INNOVATIVE_CITIES,Innovative Cities
WB_1725,WB_1725_INTELLIGENT_TRANSPORT_SYSTEMS,Intelligent Transport Systems
WB_1726,WB_1726_MASS_TRANSIT,Mass Transit
WB_1727,WB_1727_TRANSPORT_AND_URBAN_DEVELOPMENT,Transport and Urban Development
WB_1728,WB_1728_URBAN_TRANSPORT_POLICY_AND_PLANNING,Urban Transport Policy and Planning
WB_1729,WB_1729_URBAN_WATER_FINANCIAL_SUSTAINABILITY,Urban Water Financial Sustainability
WB_1730,WB_1730_URBAN_WATER_COST_RECOVERY,Urban Water Cost Recovery
WB_1731,WB_1731_NON-REVENUE_WATER,Non-Revenue Water
WB_1732,WB_1732_URBAN_WATER_MANAGEMENT_AND_INSTITUTIONAL_CAPACITY_BUILDING,Urban Water Management and Institutional Capacity Building
WB_174,WB_174_CROP_PRODUCTION,Crop Production
WB_1743,WB_1743_ANTICARTEL_ENFORCEMENT,Anticartel Enforcement
WB_1745,WB_1745_MONOPOLIZATION_AND_ABUSE_OF_DOMINANCE,Monopolization and Abuse of Dominance
WB_1746,WB_1746_MERGER_CONTROL_POLICY,Merger Control Policy
WB_1747,WB_1747_PRODUCT_MARKET_REGULATION_AND_COMPETITION_ADVOCACY,Product Market Regulation and Competition Advocacy
WB_1748,WB_1748_DEBT_FUNDS,Debt Funds
WB_1749,WB_1749_MEZZANINE_FUNDS,Mezzanine Funds
WB_175,WB_175_FERTILIZERS,Fertilizers
WB_1750,WB_1750_CLIMATE_CHANGE_ADAPTATION_IMPACTS,Climate Change Adaptation Impacts
WB_1751,WB_1751_LIQUEFIED_NATURAL_GAS,Liquefied Natural Gas
WB_1752,WB_1752_CLIMATE_CHANGE_ADAPTATION_IN_COASTAL_AND_MARINE_AREAS,Climate Change Adaptation in Coastal and Marine Areas
WB_1753,WB_1753_GAS-TO-POWER,Gas-to-Power
WB_1756,WB_1756_ENERGY_AND_CLIMATE_CHANGE,Energy and Climate Change
WB_1757,WB_1757_REDUCED_EMISSIONS_FROM_DEFORESTATION_AND_DEGRADATION,Reduced Emissions from Deforestation and Degradation
WB_1758,WB_1758_TRANSPORT_AND_CLIMATE_CHANGE,Transport and Climate Change
WB_1760,WB_1760_SME_BANKING,SME Banking
WB_1761,WB_1761_MICRO-LEASING,Micro-Leasing
WB_1762,WB_1762_MICRO-SAVINGS,Micro-Savings
WB_1764,WB_1764_MICRO-CREDIT,Micro-Credit
WB_1765,WB_1765_CULTURAL_HERITAGE_AND_SUSTAINABLE_TOURISM,Cultural Heritage and Sustainable Tourism
WB_1767,WB_1767_ENERGY_FINANCE,Energy Finance
WB_1768,WB_1768_OIL_AND_GAS_PIPELINE,Oil and Gas Pipeline
WB_177,WB_177_ANIMAL_PRODUCTION,Animal Production
WB_1770,WB_1770_CLIMATE_CHANGE_AND_VULNERABLE_GROUPS,Climate Change and Vulnerable Groups
WB_1772,WB_1772_PRIVATE_SECTOR_AND_CLIMATE_CHANGE,Private Sector and Climate Change
WB_1773,WB_1773_CLIMATE_CHANGE_IMPACTS,Climate Change Impacts
WB_1774,WB_1774_CLIMATE_FORECASTING,Climate Forecasting
WB_1776,WB_1776_CARBON_TRADING,Carbon Trading
WB_1777,WB_1777_FORESTS,Forests
WB_1778,WB_1778_FRESHWATER_ECOSYSTEMS,Freshwater Ecosystems
WB_1779,WB_1779_MODIFIED_ECOSYSTEMS,Modified Ecosystems
WB_178,WB_178_PEST_MANAGEMENT,Pest Management
WB_1781,WB_1781_URBAN_ECOSYSTEMS,Urban Ecosystems
WB_1782,WB_1782_ENVIRONMENTAL_AGREEMENTS_AND_CONVENTIONS,Environmental Agreements and Conventions
WB_1783,WB_1783_ENVIRONMENTAL_GOVERNANCE,Environmental Governance
WB_1784,WB_1784_ENVIRONMENTAL_INFORMATION_MANAGEMENT,Environmental Information Management
WB_1785,WB_1785_ENVIRONMENTAL_POLICIES_AND_INSTITUTIONS,Environmental Policies and Institutions
WB_1786,WB_1786_ENVIRONMENTAL_SUSTAINABILITY,Environmental Sustainability
WB_1787,WB_1787_NATURAL_HABITATS,Natural Habitats
WB_1789,WB_1789_PHYSICAL_AND_CULTURAL_RESOURCES,Physical and Cultural Resources
WB_1790,WB_1790_INTERNATIONAL_WATERWAYS,International Waterways
WB_1791,WB_1791_AIR_POLLUTION,Air Pollution
WB_1792,WB_1792_ENVIRONMENTAL_HEALTH,Environmental Health
WB_1793,WB_1793_HAZARDOUS_WASTES,Hazardous Wastes
WB_1794,WB_1794_NOISE_POLLUTION,Noise Pollution
WB_1795,WB_1795_OZONE_DEPLETING_SUBSTANCES,Ozone Depleting Substances
WB_1796,WB_1796_PERSISTENT_ORGANIC_POLLUTANTS,Persistent Organic Pollutants
WB_1797,WB_1797_SOLID_WASTE,Solid Waste
WB_1798,WB_1798_WATER_POLLUTION,Water Pollution
WB_1799,WB_1799_MARINE_TRANSPORT,Marine Transport
WB_180,WB_180_FOOD_SAFETY,Food Safety
WB_1800,WB_1800_RAIL_TRANSPORT,Rail Transport
WB_1801,WB_1801_ROAD_TRANSPORT,Road Transport
WB_1802,WB_1802_MULTIMODAL_TRANSPORT,Multimodal Transport
WB_1803,WB_1803_TRANSPORT_INFRASTRUCTURE,Transport Infrastructure
WB_1804,WB_1804_AIRPORTS,Airports
WB_1805,WB_1805_WATERWAYS,Waterways
WB_1806,WB_1806_RURAL_MODAL_INTEGRATION,Rural Modal Integration
WB_1808,WB_1808_TRANSPORT_SAFETY,Transport Safety
WB_1809,WB_1809_ROAD_TYPE_-_HIGHWAYS,Road Type - Highways
WB_1810,WB_1810_TRAFFIC_CONTROL_AND_MONITORING,Traffic Control and Monitoring
WB_1811,WB_1811_TRANSPORT_INFRASTRUCTURE_AND_ENVIRONMENT,Transport Infrastructure and Environment
WB_1812,WB_1812_TRANSPORT_EQUIPMENT,Transport Equipment
WB_1813,WB_1813_TRANSPORT_AND_ECONOMIC_GEOGRAPHY,Transport and Economic Geography
WB_1814,WB_1814_TRANSPORT_IMPACT_ON_TRADE,Transport Impact on Trade
WB_1815,WB_1815_FUEL_TAXES,Fuel Taxes
WB_1816,WB_1816_ROAD_FUNDS,Road Funds
WB_1817,WB_1817_TRAFFIC_CONGESTION,Traffic Congestion
WB_1818,WB_1818_ROAD_TOLLS,Road Tolls
WB_1819,WB_1819_TRANSPORT_EFFICIENCY,Transport Efficiency
WB_1820,WB_1820_TRANSPORT_EMPLOYMENT,Transport Employment
WB_1821,WB_1821_PPP_IN_TRANSPORT,PPP in Transport
WB_1822,WB_1822_CARBON_EMISSIONS_AND_TRANSPORT,Carbon Emissions and Transport
WB_1823,WB_1823_TRANSPORT_GOVERNANCE,Transport Governance
WB_1824,WB_1824_POLITICAL_ECONOMY_AND_TRANSPORT,Political Economy and Transport
WB_1825,WB_1825_TRANSPORT_INSTITUTIONS,Transport Institutions
WB_1826,WB_1826_TRANSPORT_POLICY,Transport Policy
WB_1827,WB_1827_RURAL_TRANSPORT_POLICY_AND_PLANNING,Rural Transport Policy and Planning
WB_1828,WB_1828_MUNICIPAL_WASTE_MANAGEMENT,Municipal Waste Management
WB_1829,WB_1829_ECOSYSTEM_MANAGEMENT,Ecosystem Management
WB_1830,WB_1830_ECOSYSTEM_POLICIES_AND_INSTITUTIONS,Ecosystem Policies and Institutions
WB_1831,WB_1831_ENVIRONMENTAL_CRIME_AND_LAW_ENFORCEMENT,Environmental Crime and Law Enforcement
WB_1832,WB_1832_MAINSTREAMING_AND_PRODUCTION_LANDSCAPE,Mainstreaming and Production Landscape
WB_1833,WB_1833_PROTECTED_AREAS_SYSTEMS,Protected Areas Systems
WB_1834,WB_1834_MUNICIPAL_ASSET_MANAGEMENT,Municipal Asset Management
WB_1835,WB_1835_URBAN_REGENERATION,Urban Regeneration
WB_1836,WB_1836_URBANIZATION_REVIEWS,Urbanization Reviews
WB_1837,WB_1837_CLIMATE_CHANGE_AND_DISASTER_RISK,Climate Change and Disaster Risk
WB_1838,WB_1838_CLIMATE_RISK_SCREENING,Climate Risk Screening
