GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,Action_Geo_FeatureID,DATEADDED,SOURCEURL
,,,,,,,Bulgaria,International Crisis Group,Basoga,Aum Shinrikyo   a.k.a. Aleph,Aum Shinrikyo   a.k.a. Aleph,,,,,,Bulgaria,International Crisis Group,Basoga,Aum Shinrikyo   a.k.a. Aleph,Aum Shinrikyo   a.k.a. Aleph,,,,,Express intent to release persons or property,,,,,,,,,,,Croatia,,,,,,,,Croatia,,,,,,,,Croatia,,,,,,,
,,,,,,,Burkina Faso,International Court of Justice (ICJ),Gbaya,Hikari No Wa,Hikari No Wa,,,,,,Burkina Faso,International Court of Justice (ICJ),Gbaya,Hikari No Wa,Hikari No Wa,,,,,"Express intent to ease economic sanctions, boycott, or embargo",,,,,,,,,,,Cuba,,,,,,,,Cuba,,,,,,,,Cuba,,,,,,,
,,,,,,,Burundi,International Cocoa Organization (ICCO),Rakhine,new Buddhist movements,new Buddhist movements,,,,,,Burundi,International Cocoa Organization (ICCO),Rakhine,new Buddhist movements,new Buddhist movements,,,,,Express intent allow international involvement (not mediation),,,,,,,,,,,Cyprus,,,,,,,,Cyprus,,,,,,,,Cyprus,,,,,,,
,,,,,,,Cambodia,Islamic Development Bank,Beja,Santi Asoke,Santi Asoke,,,,,,Cambodia,Islamic Development Bank,Beja,Santi Asoke,Santi Asoke,,,,,Express intent to de-escalate military engagement ,,,,,,,,,,,Czech Republic,,,,,,,,Czech Republic,,,,,,,,Czech Republic,,,,,,,
,,,,,,,Cameroon,International Grains Council,Belarusians,syncretic Buddhism,syncretic Buddhism,,,,,,Cameroon,International Grains Council,Belarusians,syncretic Buddhism,syncretic Buddhism,,,,,Express intent to meet or negotiate,,,,,,,,,,,Czechoslovakia,,,,,,,,Czechoslovakia,,,,,,,,Czechoslovakia,,,,,,,
,,,,,,,Canada,International Helsinki Federation for Human Rights,Bemba,Tara Center,Tara Center,,,,,,Canada,International Helsinki Federation for Human Rights,Bemba,Tara Center,Tara Center,,,,,Express intent to settle dispute,,,,,,,,,,,Democratic Republic of the Congo,,,,,,,,Democratic Republic of the Congo,,,,,,,,Democratic Republic of the Congo,,,,,,,
,,,,,,,Cape Verde,International Labor Organization,Bengali-Hindu,Therevada Buddhism,Therevada Buddhism,,,,,,Cape Verde,International Labor Organization,Bengali-Hindu,Therevada Buddhism,Therevada Buddhism,,,,,Express intent to accept mediation,,,,,,,,,,,Denmark,,,,,,,,Denmark,,,,,,,,Denmark,,,,,,,
,,,,,,,Cayman Islands,International Monetary Fund (IMF),Berber,Therevada monastic orders,Therevada monastic orders,,,,,,Cayman Islands,International Monetary Fund (IMF),Berber,Therevada monastic orders,Therevada monastic orders,,,,,Express intent to mediate,,,,,,,,,,,Dhekelia Sovereign Base Area,,,,,,,,Dhekelia Sovereign Base Area,,,,,,,,Dhekelia Sovereign Base Area,,,,,,,
,,,,,,,Central African Republic,International Organization for Migration,Beydan,Amarapura Nikaya,Amarapura Nikaya,,,,,,Central African Republic,International Organization for Migration,Beydan,Amarapura Nikaya,Amarapura Nikaya,,,,,Consult,,,,,,,,,,,Djibouti,,,,,,,,Djibouti,,,,,,,,Djibouti,,,,,,,
,,,,,,,Chad,Inter-Parliamentary Union,Bhojpuri,Dhammayuttika Nikaya,Dhammayuttika Nikaya,,,,,,Chad,Inter-Parliamentary Union,Bhojpuri,Dhammayuttika Nikaya,Dhammayuttika Nikaya,,,,,Discuss by telephone,,,,,,,,,,,Dominica,,,,,,,,Dominica,,,,,,,,Dominica,,,,,,,
,,,,,,,Chile,Red Cross,Bihari,Dvara Nikaya,Dvara Nikaya,,,,,,Chile,Red Cross,Bihari,Dvara Nikaya,Dvara Nikaya,,,,,Make a visit,,,,,,,,,,,Dominican Republic,,,,,,,,Dominican Republic,,,,,,,,Dominican Republic,,,,,,,
,,,,,,,China,Palestinian Islamic Jihad,Bai,Maha Nikaya,Maha Nikaya,,,,,,China,Palestinian Islamic Jihad,Bai,Maha Nikaya,Maha Nikaya,,,,,Host a visit,,,,,,,,,,,East Timor,,,,,,,,East Timor,,,,,,,,East Timor,,,,,,,
,,,,,,,Columbia,Interpol,Bicolano,Dhammakaya Movement,Dhammakaya Movement,,,,,,Columbia,Interpol,Bicolano,Dhammakaya Movement,Dhammakaya Movement,,,,,Meet at a ¥hird¢location,,,,,,,,,,,Ecuador,,,,,,,,Ecuador,,,,,,,,Ecuador,,,,,,,
,,,,,,,Comoros,International Commission of Jurists,Edo,Mahasthabir Nikaya,Mahasthabir Nikaya,,,,,,Comoros,International Commission of Jurists,Edo,Mahasthabir Nikaya,Mahasthabir Nikaya,,,,,Mediate,,,,,,,,,,,Egypt,,,,,,,,Egypt,,,,,,,,Egypt,,,,,,,
,,,,,,,Democratic Republic of the Congo,Kurdish Democratic Party (KDP),Urban ni-Vanautu,Ramanna Nikaya,Ramanna Nikaya,,,,,,Democratic Republic of the Congo,Kurdish Democratic Party (KDP),Urban ni-Vanautu,Ramanna Nikaya,Ramanna Nikaya,,,,,Engage in negotiation,,,,,,,,,,,El Salvador,,,,,,,,El Salvador,,,,,,,,El Salvador,,,,,,,
,,,,,,,People's Republic of the Congo,United Nations Children?s Fund (UNICEF),Bateke,Sangharaj Nikaya,Sangharaj Nikaya,,,,,,People's Republic of the Congo,United Nations Children?s Fund (UNICEF),Bateke,Sangharaj Nikaya,Sangharaj Nikaya,,,,,Engage in diplomatic cooperation,,,,,,,,,,,Equatorial Guinea,,,,,,,,Equatorial Guinea,,,,,,,,Equatorial Guinea,,,,,,,
,,,,,,,Cook Islands,Israeli Labor Party,Bakongo,Shwekyin Nikaya,Shwekyin Nikaya,,,,,,Cook Islands,Israeli Labor Party,Bakongo,Shwekyin Nikaya,Shwekyin Nikaya,,,,,Engage in diplomatic cooperation,,,,,,,,,,,Equatorial Guinea,,,,,,,,Equatorial Guinea,,,,,,,,Equatorial Guinea,,,,,,,
,,,,,,,Costa Rica,Likud Party,Bakweri,Siam Nikaya,Siam Nikaya,,,,,,Costa Rica,Likud Party,Bakweri,Siam Nikaya,Siam Nikaya,,,,,Praise or endorse,,,,,,,,,,,Eritrea,,,,,,,,Eritrea,,,,,,,,Eritrea,,,,,,,
,,,,,,,Ivory Coast,Muslim Brotherhood,Siksikawa,Thudhamma Nikaya,Thudhamma Nikaya,,,,,,Ivory Coast,Muslim Brotherhood,Siksikawa,Thudhamma Nikaya,Thudhamma Nikaya,,,,,Defend verbally,,,,,,,,,,,Estonia,,,,,,,,Estonia,,,,,,,,Estonia,,,,,,,
,,,,,,,Croatia,Meretz Party,Blang,"Vajrayana Buddhism   a.k.a.  Tantra, Diamond Vehicle, Esoteric Buddhism,","Vajrayana Buddhism   a.k.a.  Tantra, Diamond Vehicle, Esoteric Buddhism,",,,,,,Croatia,Meretz Party,Blang,"Vajrayana Buddhism   a.k.a.  Tantra, Diamond Vehicle, Esoteric Buddhism,","Vajrayana Buddhism   a.k.a.  Tantra, Diamond Vehicle, Esoteric Buddhism,",,,,,Rally support on behalf of,,,,,,,,,,,Ethiopia,,,,,,,,Ethiopia,,,,,,,,Ethiopia,,,,,,,
,,,,,,,Cuba,Medecins Sans Frontieres (Doctors Without Borders),Balkars,Newar Buddhism,Newar Buddhism,,,,,,Cuba,Medecins Sans Frontieres (Doctors Without Borders),Balkars,Newar Buddhism,Newar Buddhism,,,,,Grant diplomatic recognition,,,,,,,,,,,"Etorofu, Habomai, Kunashiri and Shikotan Islands",,,,,,,,"Etorofu, Habomai, Kunashiri and Shikotan Islands",,,,,,,,"Etorofu, Habomai, Kunashiri and Shikotan Islands",,,,,,,
,,,,,,,Cyprus,Movement of the Society for Peace,Balanta,"Shingon Buddhism   a.k.a. Orthodox Esoteric Buddhism, Japanese Esoteric  Buddhism","Shingon Buddhism   a.k.a. Orthodox Esoteric Buddhism, Japanese Esoteric  Buddhism",,,,,,Cyprus,Movement of the Society for Peace,Balanta,"Shingon Buddhism   a.k.a. Orthodox Esoteric Buddhism, Japanese Esoteric  Buddhism","Shingon Buddhism   a.k.a. Orthodox Esoteric Buddhism, Japanese Esoteric  Buddhism",,,,,Apologize,,,,,,,,,,,Europa Island,,,,,,,,Europa Island,,,,,,,,Europa Island,,,,,,,
,,,,,,,Czech Republic,North Atlantic Treaty Organization (NATO),Bamar,Kogi Shingon School    a.k.a.  Ancient Shingon School,Kogi Shingon School    a.k.a.  Ancient Shingon School,,,,,,Czech Republic,North Atlantic Treaty Organization (NATO),Bamar,Kogi Shingon School    a.k.a.  Ancient Shingon School,Kogi Shingon School    a.k.a.  Ancient Shingon School,,,,,Forgive,,,,,,,,,,,Falkland Islands Islas Malvinas,,,,,,,,Falkland Islands Islas Malvinas,,,,,,,,Falkland Islands Islas Malvinas,,,,,,,
,,,,,,,Denmark,New Economic Partnership for Africa?s Development,Beni-Shugal-Gumez,Shingi Shingon School    a.k.a.  Reformed Shingon School,Shingi Shingon School    a.k.a.  Reformed Shingon School,,,,,,Denmark,New Economic Partnership for Africa?s Development,Beni-Shugal-Gumez,Shingi Shingon School    a.k.a.  Reformed Shingon School,Shingi Shingon School    a.k.a.  Reformed Shingon School,,,,,Sign formal agreement,,,,,,,,,,,Faroe Islands,,,,,,,,Faroe Islands,,,,,,,,Faroe Islands,,,,,,,
,,,,,,,Djibouti,Organization of Non-Aligned Countries,Bantu,Shugendo,Shugendo,,,,,,Djibouti,Organization of Non-Aligned Countries,Bantu,Shugendo,Shugendo,,,,,Engage in material cooperation,,,,,,,,,,,Fiji,,,,,,,,Fiji,,,,,,,,Fiji,,,,,,,
,,,,,,,Dominica,Organization of American States,Banyarwanda,Tibetan Buddhism   (N.B. all forms of Tibetan Buddhism other than Gelug are called _Red Hat sects_),Tibetan Buddhism   (N.B. all forms of Tibetan Buddhism other than Gelug are called _Red Hat sects_),,,,,,Dominica,Organization of American States,Banyarwanda,Tibetan Buddhism   (N.B. all forms of Tibetan Buddhism other than Gelug are called _Red Hat sects_),Tibetan Buddhism   (N.B. all forms of Tibetan Buddhism other than Gelug are called _Red Hat sects_),,,,,Engage in material cooperation,,,,,,,,,,,Finland,,,,,,,,Finland,,,,,,,,Finland,,,,,,,
,,,,,,,Dominican Republic,Organization of African Unity (OAU),Bodo,"Gelug   a.k.a. Gelug-pa, dGe Lugs Pa, dge-lugs-pa, Dgelugspa, Yellow Hat Sect; includes Dalai Lama","Gelug   a.k.a. Gelug-pa, dGe Lugs Pa, dge-lugs-pa, Dgelugspa, Yellow Hat Sect; includes Dalai Lama",,,,,,Dominican Republic,Organization of African Unity (OAU),Bodo,"Gelug   a.k.a. Gelug-pa, dGe Lugs Pa, dge-lugs-pa, Dgelugspa, Yellow Hat Sect; includes Dalai Lama","Gelug   a.k.a. Gelug-pa, dGe Lugs Pa, dge-lugs-pa, Dgelugspa, Yellow Hat Sect; includes Dalai Lama",,,,,Cooperate economically,,,,,,,,,,,France,,,,,,,,France,,,,,,,,France,,,,,,,
,,,,,,,East Timor,Organization of Islamic Conferences (OIC),Tibetan,"Kagyu   a.k.a.  Kagyupa, Kagyud","Kagyu   a.k.a.  Kagyupa, Kagyud",,,,,,East Timor,Organization of Islamic Conferences (OIC),Tibetan,"Kagyu   a.k.a.  Kagyupa, Kagyud","Kagyu   a.k.a.  Kagyupa, Kagyud",,,,,Cooperate militarily,,,,,,,,,,,French Guiana,,,,,,,,French Guiana,,,,,,,,French Guiana,,,,,,,
,,,,,,,Ecuador,Organization of Petroleum Exporting Countries (OPEC),Bolivia,Barom Kagyu,Barom Kagyu,,,,,,Ecuador,Organization of Petroleum Exporting Countries (OPEC),Bolivia,Barom Kagyu,Barom Kagyu,,,,,Engage in judicial cooperation,,,,,,,,,,,French Polynesia,,,,,,,,French Polynesia,,,,,,,,French Polynesia,,,,,,,
,,,,,,,Egypt,Pan-African Parliament,Bonan,"Drubgyu Karma Kamtsang    a.k.a.  Karma Kagyu, Karma Kamtsang, Karmapa Sect","Drubgyu Karma Kamtsang    a.k.a.  Karma Kagyu, Karma Kamtsang, Karmapa Sect",,,,,,Egypt,Pan-African Parliament,Bonan,"Drubgyu Karma Kamtsang    a.k.a.  Karma Kagyu, Karma Kamtsang, Karmapa Sect","Drubgyu Karma Kamtsang    a.k.a.  Karma Kagyu, Karma Kamtsang, Karmapa Sect",,,,,Share intelligence or information,,,,,,,,,,,French Southern and Antarctic Lands,,,,,,,,French Southern and Antarctic Lands,,,,,,,,French Southern and Antarctic Lands,,,,,,,
,,,,,,,El Salvador,People's Front for the Liberation of Palestine (PFLP),Bosniaks,Drikung Kagyu,Drikung Kagyu,,,,,,El Salvador,People's Front for the Liberation of Palestine (PFLP),Bosniaks,Drikung Kagyu,Drikung Kagyu,,,,,Provide aid,,,,,,,,,,,Gabon,,,,,,,,Gabon,,,,,,,,Gabon,,,,,,,
,,,,,,,Equatorial Guinea,Palestine Liberation Front,Buyei,Drukpa Kagyu,Drukpa Kagyu,,,,,,Equatorial Guinea,Palestine Liberation Front,Buyei,Drukpa Kagyu,Drukpa Kagyu,,,,,Provide military aid,,,,,,,,,,,Gambia,,,,,,,,Gambia,,,,,,,,Gambia,,,,,,,
,,,,,,,Eritrea,Palestine Liberation Organization,Brijwasi,Shangpa Kagyu,Shangpa Kagyu,,,,,,Eritrea,Palestine Liberation Organization,Brijwasi,Shangpa Kagyu,Shangpa Kagyu,,,,,Provide humanitarian aid,,,,,,,,,,,Gaza Strip,,,,,,,,Gaza Strip,,,,,,,,Gaza Strip,,,,,,,
,,,,,,,Estonia,Polisario Guerillas,Bariba,Taklung Kagyu,Taklung Kagyu,,,,,,Estonia,Polisario Guerillas,Bariba,Taklung Kagyu,Taklung Kagyu,,,,,Provide military protection or peacekeeping,,,,,,,,,,,Georgia,,,,,,,,Georgia,,,,,,,,Georgia,,,,,,,
,,,,,,,Ethiopia,People's Mujahedeen,Breton,Nyingma   a.k.a. Nyingmapa,Nyingma   a.k.a. Nyingmapa,,,,,,Ethiopia,People's Mujahedeen,Breton,Nyingma   a.k.a. Nyingmapa,Nyingma   a.k.a. Nyingmapa,,,,,Grant asylum,,,,,,,,,,,Germany,,,,,,,,Germany,,,,,,,,Germany,,,,,,,
,,,,,,,Faeroe Islands,Paris Club,Brahui,Rime Movement (ecumenical/_eclectic_ movement),Rime Movement (ecumenical/_eclectic_ movement),,,,,,Faeroe Islands,Paris Club,Brahui,Rime Movement (ecumenical/_eclectic_ movement),Rime Movement (ecumenical/_eclectic_ movement),,,,,Yield,,,,,,,,,,,Ghana,,,,,,,,Ghana,,,,,,,,Ghana,,,,,,,
,,,,,,,Falkland Islands,Occupied Palestinian Territories,Burakumin,Sakya   a.k.a. Sakyapa,Sakya   a.k.a. Sakyapa,,,,,,Falkland Islands,Occupied Palestinian Territories,Burakumin,Sakya   a.k.a. Sakyapa,Sakya   a.k.a. Sakyapa,,,,,Ease administrative sanctions,,,,,,,,,,,Gibraltar,,,,,,,,Gibraltar,,,,,,,,Gibraltar,,,,,,,
,,,,,,,Fiji,Red Crescent,Kurichiya,Ngor,Ngor,,,,,,Fiji,Red Crescent,Kurichiya,Ngor,Ngor,,,,,Ease ban on political parties or politicians,,,,,,,,,,,Glorioso Islands,,,,,,,,Glorioso Islands,,,,,,,,Glorioso Islands,,,,,,,
,,,,,,,Finland,Democratic National Rally,Bushmen,Tshar,Tshar,,,,,,Finland,Democratic National Rally,Bushmen,Tshar,Tshar,,,,,Ease curfew,,,,,,,,,,,Greece,,,,,,,,Greece,,,,,,,,Greece,,,,,,,
,,,,,,,France,South Asian Association,Baster,Christianity,Christianity,,,,,,France,South Asian Association,Baster,Christianity,Christianity,,,,,Ease state of emergency or martial law,,,,,,,,,,,Greenland,,,,,,,,Greenland,,,,,,,,Greenland,,,,,,,
,,,,,,,French Guiana,Southern African Development Community,Subiya,Charismatic Christianity ,Charismatic Christianity ,,,,,,French Guiana,Southern African Development Community,Subiya,Charismatic Christianity ,Charismatic Christianity ,,,,,Ease political dissent ,,,,,,,,,,,Grenada,,,,,,,,Grenada,,,,,,,,Grenada,,,,,,,
,,,,,,,French Polynesia,Council of Security and Cooperation in Europe (OSCE),Beti-Pahuin,conservative Christianity ,conservative Christianity ,,,,,,French Polynesia,Council of Security and Cooperation in Europe (OSCE),Beti-Pahuin,conservative Christianity ,conservative Christianity ,,,,,Accede to requests or demands for political reform not specified below,,,,,,,,,,,Guadeloupe,,,,,,,,Guadeloupe,,,,,,,,Guadeloupe,,,,,,,
,,,,,,,Gabon,Shas Party,Batak,evangelical Christianity ,evangelical Christianity ,,,,,,Gabon,Shas Party,Batak,evangelical Christianity ,evangelical Christianity ,,,,,Accede to demands for change in leadership,,,,,,,,,,,Guam,,,,,,,,Guam,,,,,,,,Guam,,,,,,,
,,,,,,,Gambia,Southeast Asia Collective Defense Treaty (SEATO),Buryat,liberal Christianity ,liberal Christianity ,,,,,,Gambia,Southeast Asia Collective Defense Treaty (SEATO),Buryat,liberal Christianity ,liberal Christianity ,,,,,Accede to demands for change in policy,,,,,,,,,,,Guatemala,,,,,,,,Guatemala,,,,,,,,Guatemala,,,,,,,
,,,,,,,Georgia,Taliban,Buddhist,Prosperity theology,Prosperity theology,,,,,,Georgia,Taliban,Buddhist,Prosperity theology,Prosperity theology,,,,,Accede to demands for rights,,,,,,,,,,,Guernsey,,,,,,,,Guernsey,,,,,,,,Guernsey,,,,,,,
,,,,,,,Germany,Economic and Monetary Union of West Africa (UEMOA),Bugis,ecumenical Christian movements ,ecumenical Christian movements ,,,,,,Germany,Economic and Monetary Union of West Africa (UEMOA),Bugis,ecumenical Christian movements ,ecumenical Christian movements ,,,,,"Accede to demands for change in institutions, regime",,,,,,,,,,,Guinea-Bissau,,,,,,,,Guinea-Bissau,,,,,,,,Guinea-Bissau,,,,,,,
,,,,,,,Ghana,United Nations,Bulgarian,World Council of Churches ,World Council of Churches ,,,,,,Ghana,United Nations,Bulgarian,World Council of Churches ,World Council of Churches ,,,,,"Return, release",,,,,,,,,,,Guyana,,,,,,,,Guyana,,,,,,,,Guyana,,,,,,,
,,,,,,,Gibraltar,West Africa Development Bank,Bilen,Anglican Communion,Anglican Communion,,,,,,Gibraltar,West Africa Development Bank,Bilen,Anglican Communion,Anglican Communion,,,,,"Return, release person(s)",,,,,,,,,,,Haiti,,,,,,,,Haiti,,,,,,,,Haiti,,,,,,,
,,,,,,,Greece,West Africa Monetary and Economic Union,Cabindan-Mayombe,Anglican ,Anglican ,,,,,,Greece,West Africa Monetary and Economic Union,Cabindan-Mayombe,Anglican ,Anglican ,,,,,"Return, release property",,,,,,,,,,,Heard Island and McDonald Islands,,,,,,,,Heard Island and McDonald Islands,,,,,,,,Heard Island and McDonald Islands,,,,,,,
,,,,,,,Greenland,Economic Community of West African States (ECOWAS),Caddo,Episcopalian,Episcopalian,,,,,,Greenland,Economic Community of West African States (ECOWAS),Caddo,Episcopalian,Episcopalian,,,,,"Ease economic sanctions, boycott, embargo",,,,,,,,,,,Honduras,,,,,,,,Honduras,,,,,,,,Honduras,,,,,,,
,,,,,,,Grenada,World Bank,Cape Verdean,_conservative_ Anglican ,_conservative_ Anglican ,,,,,,Grenada,World Bank,Cape Verdean,_conservative_ Anglican ,_conservative_ Anglican ,,,,,Allow international involvement not specified below,,,,,,,,,,,Hong Kong,,,,,,,,Hong Kong,,,,,,,,Hong Kong,,,,,,,
,,,,,,,Guadeloupe,International War Crimes Tribunals,Kali'na,_liberal_ Anglican ,_liberal_ Anglican ,,,,,,Guadeloupe,International War Crimes Tribunals,Kali'na,_liberal_ Anglican ,_liberal_ Anglican ,,,,,Receive deployment of peacekeepers,,,,,,,,,,,Howland Island,,,,,,,,Howland Island,,,,,,,,Howland Island,,,,,,,
,,,,,,,Guam,World Economic Forum,Catalan,_high_ Anglican,_high_ Anglican,,,,,,Guam,World Economic Forum,Catalan,_high_ Anglican,_high_ Anglican,,,,,Receive inspectors,,,,,,,,,,,Hungary,,,,,,,,Hungary,,,,,,,,Hungary,,,,,,,
,,,,,,,Guatemala,World Food Program,Cebuano,_low_ Anglican ,_low_ Anglican ,,,,,,Guatemala,World Food Program,Cebuano,_low_ Anglican ,_low_ Anglican ,,,,,Allow delivery of humanitarian aid,,,,,,,,,,,Iceland,,,,,,,,Iceland,,,,,,,,Iceland,,,,,,,
,,,,,,,Guinea,World Health Organization,Chamorro,_Catholic_   Anglican,_Catholic_   Anglican,,,,,,Guinea,World Health Organization,Chamorro,_Catholic_   Anglican,_Catholic_   Anglican,,,,,De-escalate military engagement,,,,,,,,,,,India,,,,,,,,India,,,,,,,,India,,,,,,,
,,,,,,,Guinea-Bissau,World Trade Organization,Chukchi,schismatic Catholics within the Anglican Communion ,schismatic Catholics within the Anglican Communion ,,,,,,Guinea-Bissau,World Trade Organization,Chukchi,schismatic Catholics within the Anglican Communion ,schismatic Catholics within the Anglican Communion ,,,,,"Declare truce, ceasefire",,,,,,,,,,,Indonesia,,,,,,,,Indonesia,,,,,,,,Indonesia,,,,,,,
,,,,,,,Guyana,World Trade Organization (WTO),Chechen,Philippine Independent Church,Philippine Independent Church,,,,,,Guyana,World Trade Organization (WTO),Chechen,Philippine Independent Church,Philippine Independent Church,,,,,Ease military blockade,,,,,,,,,,,Iran,,,,,,,,Iran,,,,,,,,Iran,,,,,,,
,,,,,,,Haiti,Oxfam,Chagatai,(Old Catholic Church inc. Union of Utrech and any other Old Catholic members of the Anglican Communion) ,(Old Catholic Church inc. Union of Utrech and any other Old Catholic members of the Anglican Communion) ,,,,,,Haiti,Oxfam,Chagatai,(Old Catholic Church inc. Union of Utrech and any other Old Catholic members of the Anglican Communion) ,(Old Catholic Church inc. Union of Utrech and any other Old Catholic members of the Anglican Communion) ,,,,,Demobilize armed forces,,,,,,,,,,,Iraq,,,,,,,,Iraq,,,,,,,,Iraq,,,,,,,
,,,,,,,Vatican City,,Chinese,Roman  Catholic (Latin Rite is defined as the  mainstream),Roman  Catholic (Latin Rite is defined as the  mainstream),,,,,,Vatican City,,Chinese,Roman  Catholic (Latin Rite is defined as the  mainstream),Roman  Catholic (Latin Rite is defined as the  mainstream),,,,,Retreat or surrender militarily,,,,,,,,,,,Ireland,,,,,,,,Ireland,,,,,,,,Ireland,,,,,,,
,,,,,,,Honduras,,Chuukese,Liberation Theology ,Liberation Theology ,,,,,,Honduras,,Chuukese,Liberation Theology ,Liberation Theology ,,,,,Investigate,,,,,,,,,,,Isle of Man,,,,,,,,Isle of Man,,,,,,,,Isle of Man,,,,,,,
,,,,,,,Hong Kong,,Chileans,Roman Catholic laity,Roman Catholic laity,,,,,,Hong Kong,,Chileans,Roman Catholic laity,Roman Catholic laity,,,,,"Investigate crime, corruption",,,,,,,,,,,Israel,,,,,,,,Israel,,,,,,,,Israel,,,,,,,
,,,,,,,Hungary,,Mari,Apostolate for Family Consecration,Apostolate for Family Consecration,,,,,,Hungary,,Mari,Apostolate for Family Consecration,Apostolate for Family Consecration,,,,,Investigate human rights abuses,,,,,,,,,,,Italy,,,,,,,,Italy,,,,,,,,Italy,,,,,,,
,,,,,,,Iceland,,Chinook,Catholic Charismatic Renewal,Catholic Charismatic Renewal,,,,,,Iceland,,Chinook,Catholic Charismatic Renewal,Catholic Charismatic Renewal,,,,,Investigate war crimes,,,,,,,,,,,Jamaica,,,,,,,,Jamaica,,,,,,,,Jamaica,,,,,,,
,,,,,,,India,,Choctaw,Catholic Worker Movement,Catholic Worker Movement,,,,,,India,,Choctaw,Catholic Worker Movement,Catholic Worker Movement,,,,,Demand,,,,,,,,,,,Jan Mayen,,,,,,,,Jan Mayen,,,,,,,,Jan Mayen,,,,,,,
,,,,,,,Indonesia,,Chipewyan,Communion and Liberation,Communion and Liberation,,,,,,Indonesia,,Chipewyan,Communion and Liberation,Communion and Liberation,,,,,"Demand information, investigation",,,,,,,,,,,Japan,,,,,,,,Japan,,,,,,,,Japan,,,,,,,
,,,,,,,Iran,,Cherokee,Community  of Sant_Egidio,Community  of Sant_Egidio,,,,,,Iran,,Cherokee,Community  of Sant_Egidio,Community  of Sant_Egidio,,,,,Demand economic cooperation,,,,,,,,,,,Jarvis Island,,,,,,,,Jarvis Island,,,,,,,,Jarvis Island,,,,,,,
