Type,Code,Name,Description
Topic,WB_1073_FISCAL_STIMULUS_AND_FISCAL_RULES,Fiscal Stimulus and Fiscal Rules,
Topic,WB_1075_INDUSTRY_POLICY,Industry Policy,
Topic,WB_1076_MONETARY_POLICY_AND_GROWTH,Monetary Policy and Growth,
Topic,WB_1078_DETERMINANTS_OF_GROWTH,Determinants of Growth,
Topic,WB_1079_COMMODITIES_AND_RESOURCES,Commodities and Resources,
Topic,WB_1080_COMPETITION_POLICY_AND_GROWTH,Competition Policy and Growth,
Topic,WB_1081_FINANCE_AND_GROWTH,Finance and Growth,
Topic,WB_1082_HUMAN_CAPITAL_AND_GROWTH,Human Capital and Growth,
Topic,WB_1083_INFRASTRUCTURE_AND_GROWTH,Infrastructure and Growth,
Topic,WB_1084_INNOVATION,Innovation,
Topic,WB_1085_CORRUPTION_AND_GROWTH,Corruption and Growth,
Topic,WB_1086_DEMOCRACY_AND_GROWTH,Democracy and Growth,
Topic,WB_1088_MACROECONOMIC_STABILITY_AND_GROWTH,Macroeconomic Stability and Growth,
Topic,WB_1089_STRUCTURAL_TRANSFORMATION_FOR_GROWTH,Structural Transformation for Growth,
Topic,WB_1091_GROWTH,Growth,
Topic,WB_1092_HUMAN_CAPITAL_FOR_GROWTH,Human Capital for Growth,
Topic,WB_1093_SOCIAL_PROTECTION_AND_GROWTH,Social Protection and Growth,
Topic,WB_1095_POLITICAL_AND_INSTITUTIONAL_SUSTAINABILITY,Political and Institutional Sustainability,
Topic,WB_1096_MACROECONOMIC_SUSTAINABILITY,Macroeconomic Sustainability,
Topic,WB_1097_FISCAL_SUSTAINABILITY,Fiscal Sustainability,
Topic,WB_1098_MONETARY_AND_FINANCIAL_STABILITY,Monetary and Financial Stability,
Topic,WB_1100_SUSTAINABLE_GROWTH,Sustainable Growth,
Topic,WB_1102_ADMINISTRATIVE_LAW,Administrative Law,
Topic,WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,Macroeconomic Vulnerability and Debt,
Topic,WB_1105_DEBT_MANAGEMENT_PERFORMANCE_ASSESSMENTS,Debt Management Performance Assessments,
Topic,WB_1106_MACROECONOMIC_PERFORMANCE,Macroeconomic Performance,
Topic,WB_1107_MEDIUM_TERM_DEBT_MANAGEMENT_STRATEGY,Medium Term Debt Management Strategy,
Topic,WB_1108_MONETARY_ANALYSIS,Monetary Analysis,
Topic,WB_1109_EXPENDITURE_ANALYSIS_AND_TOOLS,Expenditure Analysis and Tools,
Topic,WB_1110_AGEING_AND_FISCAL_POLICY,Ageing and Fiscal Policy,
Topic,WB_1111_AID_DEPENDENCE,Aid Dependence,
Topic,WB_1112_GOVERNMENT_EXPENDITURE,Government Expenditure,
Topic,WB_1114_EXPENDITURE_EFFICIENCY,Expenditure Efficiency,
Topic,WB_1115_EXPENDITURE_POLICY,Expenditure Policy,
Topic,WB_1116_FISCAL_CONSOLIDATION,Fiscal Consolidation,
Topic,WB_1117_FISCAL_COUNTER-CYCLICALITY,Fiscal Counter-Cyclicality,
Topic,WB_1118_EXPENDITURE_ALLOCATION,Expenditure Allocation,
Topic,WB_1119_REVENUE_SHARING,Revenue Sharing,
Topic,WB_1120_FISCAL_POLICY_AND_INEQUALITY,Fiscal Policy and Inequality,
Topic,WB_1121_TAXATION,Taxation,
Topic,WB_1122_TAX_EXPENDITURES,Tax Expenditures,
Topic,WB_1123_CENTRAL_BANKING_INSTITUTIONAL_SET-UP,Central Banking Institutional Set-up,
Topic,WB_1124_EXCHANGE_RATE_POLICY,Exchange Rate Policy,
Topic,WB_1125_INTEREST_RATE_POLICY,Interest Rate Policy,
Topic,WB_1127_RESERVE_RATES,Reserve Rates,
Topic,WB_1128_MACROPRUDENTIAL_POLICY,Macroprudential Policy,
Topic,WB_1129_SOVEREIGN_ASSET_MANAGEMENT,Sovereign Asset Management,
Topic,WB_1130_STRUCTURAL_POLICY_AND_REFORM,Structural Policy and Reform,
Topic,WB_1131_EFFICIENCY_OF_RESOURCE_ALLOCATION,Efficiency of Resource Allocation,
Topic,WB_1132_LABOR_MARKET_REGULATION,Labor Market Regulation,
Topic,WB_1133_PRODUCTIVITY_ENHANCING_POLICY,Productivity Enhancing Policy,
Topic,WB_1134_CAPITAL_ACCOUNT,Capital Account,
Topic,WB_1135_CURRENT_ACCOUNT,Current Account,
Topic,WB_1136_TRADE_BALANCE,Trade Balance,
Topic,WB_1137_DEBT_MANAGEMENT_REFORM_PLANS,Debt Management Reform Plans,
Topic,WB_1138_MULTILATERAL_DEBT_RELIEF_INITIATIVE,Multilateral Debt Relief Initiative,
Topic,WB_1139_DEBT_SUSTAINABILITY_FRAMEWORK,Debt Sustainability Framework,
Topic,WB_1140_SUBNATIONAL_DEMPA,Subnational DeMPA,
Topic,WB_1141_ECONOMIC_SHOCKS_AND_TRADE,Economic Shocks and Trade,
Topic,WB_1142_FINANCIAL_SECTOR_INSTABILITY,Financial Sector Instability,
Topic,WB_1143_FINANCIAL_SECTOR_LIABILITIES,Financial Sector Liabilities,
Topic,WB_1144_FISCAL_BALANCE,Fiscal Balance,
Topic,WB_1145_CONTINGENT_LIABILITIES,Contingent Liabilities,
Topic,WB_1146_QUASI-FISCAL_OPERATIONS,Quasi-Fiscal Operations,
Topic,WB_1147_MACROECONOMIC_IMBALANCES_AND_ADJUSTMENTS,Macroeconomic Imbalances and Adjustments,
Topic,WB_1148_MACRO-VULNERABILITY,Macro-Vulnerability,
Topic,WB_1149_SOFT_BUDGET_CONSTRAINTS,Soft Budget Constraints,
Topic,WB_1150_PRICE_VOLATILITY,Price Volatility,
Topic,WB_1151_MULTI-DIMENSIONAL_POVERTY,Multi-dimensional Poverty,
Topic,WB_1152_ECONOMIC_AND_SOCIAL_MOBILITY,Economic and Social Mobility,
Topic,WB_1153_MIDDLE-CLASS,Middle-class,
Topic,WB_1154_TRANSITORY_POVERTY,Transitory Poverty,
Topic,WB_1155_CHRONIC_POVERTY,Chronic Poverty,
Topic,WB_1156_MONITORING_AND_EVALUATION_FOR_EVIDENCE-BASED_POLICY,Monitoring and Evaluation for Evidence-Based Policy,
Topic,WB_1157_IMPACT_EVALUATION_FOR_EVIDENCE-BASED_POLICY,Impact Evaluation for Evidence-Based Policy,
Topic,WB_1158_BENEFIT_INCIDENCE_ANALYSIS,Benefit Incidence Analysis,
Topic,WB_1159_TAX_INCIDENCE_ANALYSIS,Tax Incidence Analysis,
Topic,WB_1160_SHOCKS_AND_VULNERABILITY_TO_POVERTY,Shocks and Vulnerability to Poverty,
Topic,WB_1162_POVERTY,Poverty,
Topic,WB_1163_NATURAL_DISASTER_SHOCKS,Natural Disaster Shocks,
Topic,WB_1164_COMMODITY_PRICES_SHOCKS,Commodity Prices Shocks,
Topic,WB_1165_POVERTY_AND_FISCAL,Poverty and Fiscal,
Topic,WB_1166_SPATIAL_INEQUALITY,Spatial Inequality,
Topic,WB_1167_EQUALITY_OF_OPPORTUNITIES,Equality of Opportunities,
Topic,WB_1168_INFORMALITY,Informality,
Topic,WB_1169_MICRO-ENTERPRISES,Micro-enterprises,
Topic,WB_1170_JOB_CREATION_AND_JOB_OPPORTUNITIES,Job Creation and Job Opportunities,
Topic,WB_1171_NON_FARM_RURAL_EMPLOYMENT,Non Farm Rural Employment,
Topic,WB_1172_TRANSPORT_INTEGRATORS,Transport Integrators,
Topic,WB_1173_TRANSPORT_LOGISTICS_PROVIDERS,Transport Logistics Providers,
Topic,WB_1174_WAREHOUSING_AND_STORAGE,Warehousing and Storage,
Topic,WB_1175_INTRAREGIONAL_TRADE,Intraregional Trade,
Topic,WB_1180_POLITICAL_ECONOMY_OF_TRADE_AND_INVESTMENT,Political Economy of Trade and Investment,
Topic,WB_1181_GENERAL_AGREEMENT_ON_TRADE_IN_SERVICES,General Agreement on Trade in Services,
Topic,WB_1182_CROSS-BORDER_SUPPLY,Cross-Border Supply,
Topic,WB_1183_CONSUMPTION_ABROAD,Consumption Abroad,
Topic,WB_1184_COMMERCIAL_PRESENCE,Commercial Presence,
Topic,WB_1185_PRESENCE_OF_NATURAL_PERSONS,Presence of Natural Persons,
Topic,WB_1186_CRITICAL_COMMODITIES_FINANCE,Critical Commodities Finance,
Topic,WB_1187_STRUCTURED_TRADE_COMMODITY_FINANCE,Structured Trade Commodity Finance,
Topic,WB_1188_TRADE_LIQUIDITY,Trade Liquidity,
Topic,WB_1189_TRADE_SUPPLIER_FINANCE,Trade Supplier Finance,
Topic,WB_1190_WAREHOUSE_FINANCE,Warehouse Finance,
Topic,WB_1191_WORKING_CAPITAL_FINANCE,Working Capital Finance,
Topic,WB_1192_IMPACT_OF_TRADE,Impact of Trade,
Topic,WB_1193_TRADE_AND_FIRMS_ENTRY_AND_EXIT,Trade and Firms Entry and Exit,
Topic,WB_1194_TRADE_AND_GENDER,Trade and Gender,
Topic,WB_1195_TRADE_AND_NEW_GROWTH_POLES,Trade and New Growth Poles,
Topic,WB_1196_TRADE_AND_POVERTY,Trade and Poverty,
Topic,WB_1197_ENERGY_EFFICIENCY_IN_WATER_AND_WASTEWATER_UTILITIES,Energy Efficiency in Water and Wastewater Utilities,
Topic,WB_1198_TRADE_AND_TECHNICAL_PROGRESS,Trade and Technical Progress,
Topic,WB_1199_WATER_SUPPLY_AND_SANITATION,Water Supply and Sanitation,
Topic,WB_1200_EXPORT_ZONES,Export Zones,
Topic,WB_1201_FREE_ZONES,Free Zones,
Topic,WB_1202_INDUSTRIAL_ZONES,Industrial Zones,
Topic,WB_1203_SERVICE_SECTOR_ZONES,Service Sector Zones,
Topic,WB_1211_HUMAN_RESOURCES,Human Resources,
Topic,WB_1212_MONITORING_AND_EVALUATION_IN_JUSTICE,Monitoring and Evaluation in Justice,
Topic,WB_1213_JUSTICE_SECTOR_SURVEYS,Justice Sector Surveys,
Topic,WB_1215_WATER_QUALITY_STANDARDS,Water Quality Standards,
Topic,WB_1220_SURFACE_WATER_MANAGEMENT,Surface Water Management,
Topic,WB_1226_INDUSTRIAL_CLUSTERS_AND_VALUE_CHAINS,Industrial Clusters and Value Chains,
Topic,WB_1227_AUTOMOTIVE_VALUE_CHAIN,Automotive Value Chain,
Topic,WB_1228_ICT_VALUE_CHAIN,ICT Value Chain,
Topic,WB_1229_LIGHT_MANUFACTURING_VALUE_CHAIN,Light Manufacturing Value Chain,
Topic,WB_1230_TOURISM_VALUE_CHAIN,Tourism Value Chain,
Topic,WB_1231_INDUSTRY_ANALYTICS_AND_DIAGNOSTICS,Industry Analytics and Diagnostics,
Topic,WB_1232_PRINCIPLES_OF_CORPORATE_GOVERNANCE,Principles of Corporate Governance,
Topic,WB_1234_BANKING_INSTITUTIONS,Banking Institutions,
Topic,WB_1235_CENTRAL_BANKS,Central Banks,
Topic,WB_1236_COMMERCIAL_BANKING,Commercial Banking,
Topic,WB_1237_MERCHANT_BANKS,Merchant Banks,
Topic,WB_1238_BASEL_CORE_PRINCIPLES,Basel Core Principles,
Topic,WB_1239_BANK_ASSET_QUALITY,Bank Asset Quality,
Topic,WB_1240_PRUDENTIAL_FRAMEWORK,Prudential Framework,
Topic,WB_1241_BANK_CAPITAL_ADEQUACY,Bank Capital Adequacy,
Topic,WB_1242_BANK_RISK_CONCENTRATION,Bank Risk Concentration,
Topic,WB_1243_BANK_INTERNAL_CONTROLS,Bank Internal Controls,
Topic,WB_1244_DISCLOSURE_OF_INFORMATION,Disclosure of Information,
Topic,WB_1245_FINANCIAL_VULNERABILITY_AND_RISKS,Financial Vulnerability and Risks,
Topic,WB_1247_MARKET_RISKS,Market Risks,
Topic,WB_1248_MARKET_DISCIPLINE,Market Discipline,
Topic,WB_1249_ACCESS_TO_FINANCE,Access to Finance,
Topic,WB_1250_ACCESS_TO_FINANCE_FOR_HOUSEHOLDS_AND_INDIVIDUALS,Access to Finance for Households and Individuals,
Topic,WB_1251_ACCESS_TO_FINANCE_FOR_WOMEN,Access to Finance for Women,
Topic,WB_1252_MOBILE_BANKING,Mobile Banking,
Topic,WB_1253_AGENT_BANKING,Agent Banking,
Topic,WB_1254_INTERNET_BANKING,Internet Banking,
Topic,WB_1255_FINANCIAL_CAPABILITY,Financial Capability,
Topic,WB_1256_CREDIT_UNIONS,Credit Unions,
Topic,WB_1257_CORE_PRINCIPLES_FOR_EFFECTIVE_BANKING_SUPERVISION,Core Principles for Effective Banking Supervision,
Topic,WB_1258_INSURANCE_CORE_PRINCIPLES,Insurance Core Principles,
Topic,WB_1259_PAYMENT_SYSTEMS_STANDARDS,Payment Systems Standards,
Topic,WB_1260_INTERNATIONAL_STANDARDS_ON_AUDITING,International Standards on Auditing,
Topic,WB_1261_INTERNATIONAL_STANDARDS_ON_COMBATING_MONEY_LAUNDERING_AND_THE_FINANCING_OF_TERRORISM_AND_PROLIFERATION,International Standards on Combating Money Laundering and the Financing of Terrorism and Proliferation,
Topic,WB_1262_OBJECTIVES_AND_PRINCIPLES_OF_SECURITIES_REGULATION,Objectives and Principles of Securities Regulation,
Topic,WB_1268_EARLY_STAGE_FINANCING,Early Stage Financing,
Topic,WB_1274_TECHNOLOGY_TRANSFER_OFFICES,Technology Transfer Offices,
Topic,WB_1275_INNOVATION_COLLABORATION,Innovation Collaboration,
Topic,WB_1276_INSTITUTIONS_AND_GROWTH,Institutions and Growth,
Topic,WB_1277_BANKRUPTCY_AND_LIQUIDATION,Bankruptcy and Liquidation,
Topic,WB_1278_BUSINESS_ENTRY_AND_STARTUP_AND_ONE_STOP_SHOPS,Business Entry and Startup and One Stop Shops,
Topic,WB_1279_BUSINESS_ENVIRONMENT_INDICATORS,Business Environment Indicators,
Topic,WB_1281_MANUFACTURING,Manufacturing,
Topic,WB_1282_PUBLIC-PRIVATE_DIALOG,Public-Private Dialog,
Topic,WB_1283_PRIVATIZATION,Privatization,
Topic,WB_1284_INVESTMENT_INCENTIVES,Investment Incentives,
Topic,WB_1285_BUSINESS_TAXATION,Business Taxation,
Topic,WB_1287_HEALTH_INSURANCE,Health Insurance,
Topic,WB_1288_HEALTH_EQUITY,Health Equity,
Topic,WB_1290_FISCAL_SPACE_FOR_HEALTH,Fiscal Space for Health,
Topic,WB_1292_PRIVATE_HEALTH_INSURANCE,Private Health Insurance,
Topic,WB_1296_AID_FLOWS_FOR_HEALTH,Aid Flows for Health,
Topic,WB_1298_RESULTS-BASED_FINANCING_FOR_HEALTH,Results-Based Financing for Health,
Topic,WB_1299_CAPITATION_IN_HEALTH_CARE,Capitation in Health Care,
Topic,WB_1300_PROSPECTIVE_PAYMENT_SYSTEM,Prospective Payment System,
Topic,WB_1301_DIAGNOSIS_RELATED_GROUPS,Diagnosis Related Groups,
Topic,WB_1302_PROVIDER_PAYMENT_TO_HOSPITALS,Provider Payment to Hospitals,
Topic,WB_1303_PROVIDER_PAYMENT_TO_HEALTH_WORKERS,Provider Payment to Health Workers,
Topic,WB_1304_PROVIDER_PAYMENT_MECHANISMS,Provider Payment Mechanisms,
Topic,WB_1305_HEALTH_SERVICES_DELIVERY,Health Services Delivery,
Topic,WB_1306_PREVENTIVE_CARE,Preventive Care,
Topic,WB_1307_PRIMARY_CARE,Primary Care,
Topic,WB_1308_PALLIATIVE_CARE,Palliative Care,
Topic,WB_1309_SECONDARY_CARE,Secondary Care,
Topic,WB_1312_LONG-TERM_CARE,Long-term Care,
Topic,WB_1315_TERTIARY_CARE,Tertiary Care,
Topic,WB_1316_URBAN_HEALTH,Urban Health,
Topic,WB_1317_RURAL_HEALTH,Rural Health,
Topic,WB_1319_HEALTH_FACILITIES_RESTRUCTURING,Health Facilities Restructuring,
Topic,WB_1320_QUALITY_OF_HEALTH_SERVICES,Quality of Health Services,
Topic,WB_1321_HEALTH_CARE_PERFORMANCE_INDICATORS,Health Care Performance Indicators,
Topic,WB_1324_EMERGENCY_MEDICAL_SERVICES,Emergency Medical Services,
Topic,WB_1327_COMMUNITY_BASED_INTERVENTIONS_IN_HEALTH,Community Based Interventions in Health,
Topic,WB_1328_BASIC_PACKAGE_OF_HEALTH_SERVICES,Basic Package of Health Services,
Topic,WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,Information and Communication Technologies,
Topic,WB_1331_HEALTH_TECHNOLOGIES,Health Technologies,
Topic,WB_1332_HEALTH_WORKER_PERFORMANCE_AND_INCENTIVES,Health Worker Performance and Incentives,
Topic,WB_1333_HEALTH_WORKER_MIGRATION,Health Worker Migration,
Topic,WB_1334_RECRUITMENT_AND_DEPLOYMENT_OF_HEALTH_WORKERS,Recruitment and Deployment of Health Workers,
Topic,WB_1335_RETENTION_OF_HEALTH_WORKERS,Retention of Health Workers,
Topic,WB_1336_ABSENTEEISM_OF_HEALTH_WORKERS,Absenteeism of Health Workers,
Topic,WB_1337_HEALTH_WORKER_TRAINING_AND_EDUCATION,Health Worker Training and Education,
Topic,WB_134_SOCIAL_DEVELOPMENT,Social Development,
Topic,WB_135_TRANSPORT,Transport,
Topic,WB_1350_PHARMACEUTICALS,Pharmaceuticals,
Topic,WB_1351_MANUFACTURING_OF_DRUGS,Manufacturing of Drugs,
Topic,WB_1352_ESSENTIAL_MEDICINES,Essential Medicines,
Topic,WB_1353_PHARMACEUTICAL_SUPPLY_CHAIN,Pharmaceutical Supply Chain,
Topic,WB_1354_PHARMACEUTICAL_REGULATION,Pharmaceutical Regulation,
Topic,WB_1355_PHARMACEUTICAL_PRICING,Pharmaceutical Pricing,
Topic,WB_1356_PHARMACEUTICAL_POLICY,Pharmaceutical Policy,
Topic,WB_1358_GENERIC_DRUGS,Generic Drugs,
Topic,WB_1359_QUALITY_ASSURANCE_FOR_PHARMACEUTICALS,Quality Assurance for Pharmaceuticals,
Topic,WB_1360_FINANCING_OF_DRUGS,Financing of Drugs,
Topic,WB_1361_RATIONAL_SELECTION_AND_USE_OF_DRUGS,Rational Selection and Use of Drugs,
Topic,WB_1362_MEDICAL_EQUIPMENT_AND_SUPPLIES,Medical Equipment and Supplies,
Topic,WB_137_WATER,Water,
Topic,WB_1376_ENVIRONMENTAL_OFFSETS,Environmental Offsets,
Topic,WB_1377_ECOSYSTEM_ACCESS_AND_BENEFIT_SHARING,Ecosystem Access and Benefit Sharing,
Topic,WB_1378_PAYMENT_FOR_ENVIRONMENT_SERVICES,Payment for Environment Services,
Topic,WB_138_WATER_SUPPLY,Water Supply,
Topic,WB_1385_GOVERNANCE_AND_REGULATION_OF_CARE,Governance and Regulation of Care,
Topic,WB_1386_DAM_SAFETY,Dam Safety,
Topic,WB_1388_ENVIRONMENTAL_AND_SOCIAL_ASSESSMENTS,Environmental and Social Assessments,
Topic,WB_139_WASTEWATER,Wastewater,
Topic,WB_1390_DISEASE_SURVEILLANCE_SYSTEMS,Disease Surveillance Systems,
Topic,WB_1391_HMIS_DESIGN,HMIS Design,
Topic,WB_1392_HMIS_STANDARDS,HMIS Standards,
Topic,WB_1396_HEALTH_PROVIDER_NETWORKS,Health Provider Networks,
Topic,WB_1397_HEALTH_FACILITY_MANAGEMENT,Health Facility Management,
Topic,WB_1398_MEDICAL_WASTE_MANAGEMENT,Medical Waste Management,
Topic,WB_1399_HOSPITAL_MANAGEMENT,Hospital Management,
Topic,WB_140_AGRICULTURAL_WATER_MANAGEMENT,Agricultural Water Management,
Topic,WB_1400_HEALTH_REFERRAL_SYSTEMS,Health Referral Systems,
Topic,WB_1401_HEALTH_POLICY_AND_PLANNING,Health Policy and Planning,
Topic,WB_1402_SEPARATION_OF_FUNCTIONS_(HEALTH_SECTOR),Separation of Functions (Health Sector),
Topic,WB_1403_STRENGTHENING_INSTITUTIONAL_CAPACITY_(HEALTH),Strengthening Institutional Capacity (Health),
Topic,WB_1406_DISEASES,Diseases,
Topic,WB_141_WATER_SECURITY_AND_INTEGRATED_RESOURCE_MANAGEMENT,Water Security and Integrated Resource Management,
Topic,WB_1414_BURDEN_OF_DISEASE,Burden of Disease,
Topic,WB_1415_COMMUNICABLE_DISEASE,Communicable Disease,
Topic,WB_1416_HIV_AND_AIDS,HIV and AIDS,
Topic,WB_1417_EDUCATION_AND_AIDS,Education and AIDS,
Topic,WB_1418_TRANSPORT_AND_AIDS,Transport and AIDS,
Topic,WB_1419_TUBERCULOSIS,Tuberculosis,
Topic,WB_142_ENERGY_AND_WATER,Energy and Water,
Topic,WB_1420_MALARIA,Malaria,
Topic,WB_1421_INFLUENZA,Influenza,
Topic,WB_1422_SEXUALLY_TRANSMITTED_DISEASE_AND_SEXUALLY_TRANSMITTED_INFECTION,Sexually Transmitted Disease and Sexually Transmitted Infection,
Topic,WB_1423_NEGLECTED_TROPICAL_DISEASES,Neglected Tropical Diseases,
Topic,WB_1424_HELMINTH_INFECTIONS,Helminth Infections,
Topic,WB_1425_FUNGUS_INFECTIONS,Fungus Infections,
